LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-01,Topsoil stripping and stockpiling — mechanical removal from all driving surface areas,3500,m2,3.20,11200.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv — EC-04 (RecommendedRate $3.20/m2),MED,Area = 3500 m2 (ASM-002); Rate = EC-04 recommended rate. Range: $2.00-$4.50/m2.
L-002,ITEM-002,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-01,Equipment mobilization and demobilization for earthworks,1,LS,3500.00,3500.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-006,LOW,Allowance for dozer/scraper mob-demob; no specific rate in price sources.
L-003,ITEM-003,Professional Services > Project Management,PKG-018,DEL-018-01,Pre-construction site assessment and condition documentation,1,LS,1500.00,1500.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-007,LOW,Allowance for walkover + photography + condition report per Procedure Step 1.
L-004,ITEM-004,"Quality, Safety & Environment > HSE & Quality Assurance",PKG-018,DEL-018-01,Utility locate and ground disturbance authorization,1,LS,1200.00,1200.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-008,LOW,Allowance for Alberta One Call / Click Before You Dig + permit determination per REQ-018-01-03 and REQ-018-01-10.
L-005,ITEM-005,Survey & Investigation > Survey & Field Investigation,PKG-018,DEL-018-01,Stripping limits survey staking and stockpile area layout,1,LS,1800.00,1800.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-009,LOW,Allowance for survey crew staking from IFC drawing limits.
L-006,ITEM-006,"Quality, Safety & Environment > HSE & Quality Assurance",PKG-018,DEL-018-01,Interim erosion and sediment control measures,1,LS,2500.00,2500.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-010,LOW,Allowance for silt fence / erosion blanket / temporary seeding per REQ-018-01-09.
L-007,ITEM-007,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-01,Topsoil stockpile stabilization and protection,1,LS,1500.00,1500.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-011,LOW,Allowance for stockpile dressing/cover per Procedure Step 6.
L-008,ITEM-008,Professional Services > Project Management,PKG-018,DEL-018-01,Final inspection and County coordination,1,LS,1000.00,1000.00,CAD,ALLOWANCE,Assumptions_Log.md — ASM-012,LOW,Allowance for joint inspection + formal report per Procedure Step 7.
L-009,ITEM-009,Professional Services > Professional Staff,PKG-018,DEL-018-01,Professional staff — Project Manager,6,hr,165.00,990.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-01 ($165/hr); Level_of_Effort.csv — DEL-018-01 R-01 (6 hrs),MED,Rate: R-01 $165/hr; Hours: LoE 6 hrs.
L-010,ITEM-010,Professional Services > Professional Staff,PKG-018,DEL-018-01,Professional staff — Construction Project Manager,8,hr,155.00,1240.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-02 ($155/hr); Level_of_Effort.csv — DEL-018-01 R-02 (8 hrs),MED,Rate: R-02 $155/hr; Hours: LoE 8 hrs.
L-011,ITEM-011,Professional Services > Professional Staff,PKG-018,DEL-018-01,Professional staff — Site Superintendent,10,hr,145.00,1450.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-03 ($145/hr); Level_of_Effort.csv — DEL-018-01 R-03 (10 hrs),MED,Rate: R-03 $145/hr; Hours: LoE 10 hrs.
L-012,ITEM-012,Professional Services > Professional Staff,PKG-018,DEL-018-01,Professional staff — Cost Estimator,4,hr,135.00,540.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-08 ($135/hr); Level_of_Effort.csv — DEL-018-01 R-08 (4 hrs),MED,Rate: R-08 $135/hr; Hours: LoE 4 hrs.
L-013,ITEM-013,Professional Services > Professional Staff,PKG-018,DEL-018-01,Professional staff — QA/QC Lead,6,hr,135.00,810.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-06 ($135/hr); Level_of_Effort.csv — DEL-018-01 R-06 (6 hrs),MED,Rate: R-06 $135/hr; Hours: LoE 6 hrs.
L-014,ITEM-014,Professional Services > Professional Staff,PKG-018,DEL-018-01,Professional staff — HSE Manager,4,hr,140.00,560.00,CAD,PARAMETRIC,Professional_Staff_Rates.csv — R-05 ($140/hr); Level_of_Effort.csv — DEL-018-01 R-05 (4 hrs),MED,Rate: R-05 $140/hr; Hours: LoE 4 hrs.
L-015,ITEM-015,Construction Labour > General Construction Labour,PKG-018,DEL-018-01,Construction labour — Equipment Operator,24,hr,88.00,2112.00,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-07 ($88.00/hr fully burdened); Assumptions_Log.md — ASM-004 (24 hrs),MED,Rate: T-07 fully burdened $88.00/hr; Hours: 24 hrs parametric (3500 m2 / 150 m2/hr).
L-016,ITEM-016,Construction Labour > General Construction Labour,PKG-018,DEL-018-01,Construction labour — Labourer,16,hr,65.10,1041.60,CAD,PARAMETRIC,Construction_Labour_Rates.csv — T-08 ($65.10/hr fully burdened); Assumptions_Log.md — ASM-005 (16 hrs),MED,Rate: T-08 fully burdened $65.10/hr; Hours: 16 hrs parametric (0.67x operator hours).
