ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-015-02,LED high-bay fixture 150W 22000lm - Main Shop (Z-1),20,EA,UNIT_RATE,Datasheet,Lighting Zones and Fixture Schedule - Z-1,SOW-0052; 5 rows x 4 fixtures
ITM-002,DEL-015-02,LED high-bay fixture - Wash Bay wet/damp rated (Z-2),6,EA,UNIT_RATE,Datasheet,Lighting Zones and Fixture Schedule - Z-2,SOW-0053; 2 rows x 3 fixtures; wattage/lumens TBD per IFC
ITM-003,DEL-015-02,8-foot LED linear fixture - Office (Z-3),1,EA,UNIT_RATE,Datasheet,Lighting Zones and Fixture Schedule - Z-3,SOW-0054
ITM-004,DEL-015-02,8-foot LED linear fixture - Utility Room (Z-4),2,EA,UNIT_RATE,Datasheet,Lighting Zones and Fixture Schedule - Z-4,SOW-0055
ITM-005,DEL-015-02,8-foot LED linear fixture - Parts/Tool Room (Z-5),6,EA,UNIT_RATE,Datasheet,Lighting Zones and Fixture Schedule - Z-5,SOW-0056
ITM-006,DEL-015-02,High-bay fixture mounting hardware (pendant/chain/cable) - Main Shop,20,EA,UNIT_RATE,Datasheet,Construction - Mounting method,TBD method per IFC; priced as allowance per fixture
ITM-007,DEL-015-02,High-bay fixture mounting hardware - Wash Bay,6,EA,UNIT_RATE,Datasheet,Construction - Mounting method,Wet-rated mounting hardware
ITM-008,DEL-015-02,8-foot fixture mounting hardware (surface/suspended),9,EA,UNIT_RATE,Datasheet,Construction - Mounting method,Z-3 through Z-5; 1+2+6=9 fixtures
ITM-009,DEL-015-02,Branch circuit wiring - Main Shop high-bay circuits,1,LS,LUMP_SUM,Procedure,Phase 2 - Steps 5-6,Conduit + conductors + boxes for 20 fixtures at 35ft ceiling height
ITM-010,DEL-015-02,Branch circuit wiring - Wash Bay circuits,1,LS,LUMP_SUM,Procedure,Phase 2 - Steps 5-6,Conduit + conductors + boxes for 6 wet-area fixtures
ITM-011,DEL-015-02,Branch circuit wiring - Office/Utility/Parts circuits,1,LS,LUMP_SUM,Procedure,Phase 2 - Steps 5-6,Conduit + conductors + boxes for 9 fixtures in 3 rooms
ITM-012,DEL-015-02,Switching/controls devices and installation,1,LS,LUMP_SUM,Specification,REQ-L-14 Switching and Controls,TBD strategy per IFC; allowance for manual switching
ITM-013,DEL-015-02,Elevated access equipment (aerial work platform rental),1,LS,LUMP_SUM,Procedure,Prerequisites P-8,40ft+ boom lift for 35ft ceiling work; Main Shop + Wash Bay
ITM-014,DEL-015-02,Electrician labour - fixture installation (Z-1 Main Shop),80,hr,UNIT_RATE,Procedure,Phase 3 - Step 8a,"20 fixtures at height; 4 hr/fixture avg (mount, wire, terminate)"
ITM-015,DEL-015-02,Electrician labour - fixture installation (Z-2 Wash Bay),24,hr,UNIT_RATE,Procedure,Phase 3 - Step 8b,"6 fixtures at height; 4 hr/fixture avg"
ITM-016,DEL-015-02,Electrician labour - fixture installation (Z-3 to Z-5),18,hr,UNIT_RATE,Procedure,Phase 3 - Steps 8c-8e,"9 fixtures; 2 hr/fixture avg (lower ceiling rooms)"
ITM-017,DEL-015-02,Electrician labour - rough-in wiring all zones,80,hr,UNIT_RATE,Procedure,Phase 2 - Steps 5-7,Conduit installation + wire pulling + terminations
ITM-018,DEL-015-02,Electrician labour - terminations and panel work,16,hr,UNIT_RATE,Procedure,Phase 4 - Step 9,Panel terminations and circuit labeling
ITM-019,DEL-015-02,Commissioning and functional testing,8,hr,UNIT_RATE,Procedure,Phase 4 - Step 11,Energization test all circuits/zones
ITM-020,DEL-015-02,Safety code inspection coordination,4,hr,UNIT_RATE,Procedure,Phase 5 - Step 12,AHJ inspection attendance
ITM-021,DEL-015-02,As-built documentation and close-out,8,hr,UNIT_RATE,Procedure,Phase 5 - Steps 13-14,Redlines + close-out package compilation
ITM-022,DEL-015-02,Professional staff - Project Manager oversight,6,hr,UNIT_RATE,Specification,General,Per Level_of_Effort.csv R-01 for DEL-015-02
ITM-023,DEL-015-02,Professional staff - Construction Project Manager,8,hr,UNIT_RATE,Specification,General,Per Level_of_Effort.csv R-02 for DEL-015-02
ITM-024,DEL-015-02,Professional staff - Site Superintendent,10,hr,UNIT_RATE,Specification,General,Per Level_of_Effort.csv R-03 for DEL-015-02
ITM-025,DEL-015-02,Professional staff - Cost Estimator,4,hr,UNIT_RATE,Specification,General,Per Level_of_Effort.csv R-04 for DEL-015-02
ITM-026,DEL-015-02,Professional staff - QA/QC Lead,6,hr,UNIT_RATE,Specification,General,Per Level_of_Effort.csv R-06 for DEL-015-02
ITM-027,DEL-015-02,Professional staff - HSE Manager,4,hr,UNIT_RATE,Specification,General,Per Level_of_Effort.csv R-05 for DEL-015-02
ITM-028,DEL-015-02,Crane clearance coordination (Step 3),4,hr,UNIT_RATE,Procedure,Phase 1 - Step 3,Coordination with crane supplier for Main Shop clearances
ITM-029,DEL-015-02,IFC drawing review and submittal coordination,8,hr,UNIT_RATE,Procedure,Phase 1 - Steps 1-2,Design review and fixture submittal process
