LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-020-01-001,ITM-020-01-001,Professional Services > Project Management,PKG-020,DEL-020-01,Project Manager — Commissioning coordination and oversight,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-020-01 R-01,MED,6 hr x $165/hr
DL-020-01-002,ITM-020-01-002,Construction Labour > General Construction Labour,PKG-020,DEL-020-01,Construction Project Manager — Field commissioning coordination,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-020-01 R-02,MED,8 hr x $155/hr
DL-020-01-003,ITM-020-01-003,Construction Labour > General Construction Labour,PKG-020,DEL-020-01,Site Superintendent — Commissioning site supervision,10,hr,145,1450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 + Level_of_Effort.csv DEL-020-01 R-03,MED,10 hr x $145/hr
DL-020-01-004,ITM-020-01-004,Professional Services > Project Management,PKG-020,DEL-020-01,Cost Estimator — Commissioning cost tracking,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-020-01 R-08,MED,4 hr x $135/hr
DL-020-01-005,ITM-020-01-005,Professional Services > Project Management,PKG-020,DEL-020-01,QA/QC Lead — Commissioning quality verification,6,hr,135,810,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv DEL-020-01 R-06,MED,6 hr x $135/hr
DL-020-01-006,ITM-020-01-006,Construction Labour > General Construction Labour,PKG-020,DEL-020-01,HSE Manager — Commissioning safety oversight,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv DEL-020-01 R-05,MED,4 hr x $140/hr
DL-020-01-007,ITM-020-01-007,Professional Services > Project Management,PKG-020,DEL-020-01,Document Controller — Commissioning documentation compilation,12,hr,75,900,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-09 + Level_of_Effort.csv DEL-020-01 R-09,MED,12 hr x $75/hr
DL-020-01-008,ITM-020-01-008,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Commissioning Agent — Full commissioning execution,30,hr,160,4800,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-23 + Level_of_Effort.csv DEL-020-01 R-23,MED,30 hr x $160/hr; largest single cost component
DL-020-01-009,ITM-020-01-009,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Commissioning Plan development and approval,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in DL-020-01-008),MED,Labour covered in Commissioning Agent hours; no separate material cost identified
DL-020-01-010,ITM-020-01-010,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Electrical and low-voltage systems functional testing,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in role lines above),MED,Labour covered by Cx Agent and trade hours above; non-labour test equipment costs TBD
DL-020-01-011,ITM-020-01-011,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Crane load testing (2 x 5-tonne overhead cranes),1,LS,6000,6000,CAD,PARAMETRIC,Fees_Permits_Insurance.csv FP-09,LOW,Third-party crane load testing for 2 x 5-tonne overhead cranes
DL-020-01-012,ITM-020-01-012,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Mechanical/HVAC systems functional testing,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in role lines above),MED,Labour covered by Cx Agent and trade hours above; non-labour costs TBD
DL-020-01-013,ITM-020-01-013,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Plumbing and water systems functional testing,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in role lines above),MED,Labour covered by Cx Agent and trade hours above; cistern fill water cost negligible
DL-020-01-014,ITM-020-01-014,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Building envelope systems functional testing,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in role lines above),MED,Labour covered by Cx Agent hours above
DL-020-01-015,ITM-020-01-015,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Integrated systems verification,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in role lines above),MED,Cross-system walkthrough; labour covered by Cx Agent and PM hours
DL-020-01-016,ITM-020-01-016,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Operator training delivery and documentation,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in role lines above),MED,Training delivery labour in Cx Agent hours; materials cost negligible
DL-020-01-017,ITM-020-01-017,Professional Services > Project Management,PKG-020,DEL-020-01,Commissioning documentation package compilation,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-020-01 (labour included in Document Controller hours DL-020-01-007),MED,Documentation effort included in Document Controller hours
DL-020-01-018,ITM-020-01-018,General Conditions > General Requirements & Indirect,PKG-020,DEL-020-01,Safety Code inspection coordination during commissioning,1,LS,3500,3500,CAD,PARAMETRIC,Fees_Permits_Insurance.csv FP-10,LOW,Safety Code inspection coordination during commissioning
