ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-004-01,Project Manager — preliminary electrical design coordination and client interface,6,hr,UNIT_RATE,Procedure,Steps 1–7 (overall coordination),PM oversight across all procedure steps; from Level_of_Effort.csv R-01
ITEM-002,DEL-004-01,Cost Estimator — electrical design cost input and QTO support,4,hr,UNIT_RATE,Procedure,Steps 1–2 (design information gathering),Estimator support for pricing/scope alignment; from Level_of_Effort.csv R-08
ITEM-003,DEL-004-01,BIM Technician — preliminary electrical layout drawing production,18,hr,UNIT_RATE,Procedure,Step 3 (Develop Preliminary Electrical Layout),CAD/BIM drafting of preliminary electrical layout per Procedure Step 3; from Level_of_Effort.csv R-13
ITEM-004,DEL-004-01,Electrical Engineer — preliminary electrical design (lead engineer),42,hr,UNIT_RATE,Procedure,Steps 1–7 (full design workflow),Lead engineer effort: source review; design information gathering; layout development; design narrative; QA review; interdisciplinary coordination; County submission; from Level_of_Effort.csv R-16
ITEM-005,DEL-004-01,Three-phase power distribution — preliminary single-line diagram and service description,1,LS,LUMP_SUM,Datasheet,Power Distribution table — Three-phase service,Included in Electrical Engineer effort (ITEM-004); extracted as scope verification line
ITEM-006,DEL-004-01,"Lighting layout — Main Shop high-bay LED (20 fixtures, 5x4, 150W/22000lm each)",1,LS,LUMP_SUM,Datasheet,Lighting table — Main Shop,Design layout of 20 fixtures; included in engineer/BIM effort
ITEM-007,DEL-004-01,"Lighting layout — Wash Bay high-bay LED (6 fixtures, 2x3)",1,LS,LUMP_SUM,Datasheet,Lighting table — Wash Bay,Design layout of 6 fixtures; wash bay spec TBD (assumed same class as main shop per CF-004-002)
ITEM-008,DEL-004-01,"Lighting layout — Office (1), Utility (2), Parts/Tool (6) 8-ft LED fixtures",1,LS,LUMP_SUM,Datasheet,Lighting table — Office/Utility/Parts-Tool,Design layout of 9 ancillary room fixtures total
ITEM-009,DEL-004-01,Lighting layout — Service pit lighting provision,1,LS,LUMP_SUM,Datasheet,Lighting table — Service Pit/Trench,Fixture type/count TBD by Electrical Engineer; safety-critical per Guidance
ITEM-010,DEL-004-01,"Receptacle layout — all five types (15A/120V, 20A/120V, 20A/240V, 30A/240V, 50A/240V)",1,LS,LUMP_SUM,Datasheet,Receptacle Layout table,Layout per App B (Electrical); 50A/240V assumption per D-009
ITEM-011,DEL-004-01,Equipment circuit identification — two 5-tonne overhead crane power feeds,1,LS,LUMP_SUM,Datasheet,Power Distribution — Crane power feeds,Crane motor specs TBD; circuit sizing TBD pending crane procurement
ITEM-012,DEL-004-01,Equipment circuit identification — overhead door power feeds,1,LS,LUMP_SUM,Datasheet,Power Distribution — Overhead door power,Door count TBD per B-003
ITEM-013,DEL-004-01,Equipment circuit identification — 40A compressor circuit,1,LS,LUMP_SUM,Datasheet,Power Distribution — Compressor circuit,Dedicated 40A circuit per App B (Electrical)
ITEM-014,DEL-004-01,Equipment circuit identification — 70A fire hose pump circuit,1,LS,LUMP_SUM,Datasheet,Power Distribution — Fire hose pump circuit,Dedicated 70A circuit; fire code wiring method TBD per C-002
ITEM-015,DEL-004-01,Equipment circuit identification — 70A pressure washer circuit,1,LS,LUMP_SUM,Datasheet,Power Distribution — Pressure washer circuit,Dedicated 70A circuit per App B (Electrical)
ITEM-016,DEL-004-01,Ceiling fan power points — 6 locations in main shop,1,LS,LUMP_SUM,Datasheet,Mechanical Equipment — Ceiling fans,Power feed locations; circuit size TBD
ITEM-017,DEL-004-01,Exhaust fan power points,1,LS,LUMP_SUM,Datasheet,Mechanical Equipment — Exhaust fan(s),Coordinated with mechanical (PKG-003); count/size TBD
ITEM-018,DEL-004-01,Low-voltage — security camera wiring conduit/rough-in,1,LS,LUMP_SUM,Datasheet,Low-Voltage Systems — Security cameras,Conduit routing identified at preliminary level
ITEM-019,DEL-004-01,Low-voltage — 2-way radio antenna wiring,1,LS,LUMP_SUM,Datasheet,Low-Voltage Systems — 2-way radio antenna,Antenna wire routing identified at preliminary level
ITEM-020,DEL-004-01,Electrical service tie-in coordination — preliminary service entry point identification,1,LS,LUMP_SUM,Specification,R-018 — Electrical Service Tie-In Coordination,Utility provider info TBD; service entry point on layout
ITEM-021,DEL-004-01,Design narrative preparation — system description and TBD register,1,LS,LUMP_SUM,Procedure,Step 4 — Prepare Design Narrative,1–3 page narrative per Procedure; included in engineer effort
ITEM-022,DEL-004-01,Internal quality review — cross-check against Specification R-001 through R-018,1,LS,LUMP_SUM,Procedure,Step 5 — Internal Quality Review,Verification of fixture counts and circuit completeness
ITEM-023,DEL-004-01,Interdisciplinary coordination review — circulation to Architect/Structural/Mechanical,1,LS,LUMP_SUM,Procedure,Step 6 — Interdisciplinary Coordination Review,Coordination log per D-002; go/no-go assessment per X-004
ITEM-024,DEL-004-01,County submission compilation and delivery,1,LS,LUMP_SUM,Procedure,Step 7 — Compile and Submit,Package compilation and submission per SOW-0010d
ITEM-025,DEL-004-01,Code compliance review — preliminary Alberta Safety Codes consistency check,1,LS,LUMP_SUM,Specification,R-017 — Code Compliance (Design Intent),CEC Part I and Alberta Safety Codes; preliminary confirmation only
