LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,DESIGN-ARCH,PKG-04,DEL-02-01,Architect (Project) — concept design lead; drawings coordination; floor plans elevations sections site concept; Addendum 03 integration,44,hr,145,6380,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-04 + Level_of_Effort.csv row 8,MED,Consolidated concept: drawings + site concept + coordination lead; slightly more than 6b DEL-02-01 due to embedded civil/site
L-002,DESIGN-ARCH,PKG-04,DEL-02-01,Architect (Intermediate) — supporting architectural production,24,hr,120,2880,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv row 9,MED,Supporting architectural production
L-003,PRODUCTION-CAD,PKG-04,DEL-02-01,CAD Technician / BIM Operator — drawing production; integrated drawing set,64,hr,95,6080,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv row 10,MED,Drawing production; more integrated drawing set; CAD/BIM software cost embedded in hourly rate per PS-10
L-004,DESIGN-CIVIL,PKG-04,DEL-02-01,Civil Engineer (Senior) — civil/site concept input; 12-acre site plan parking grading concept,20,hr,155,3100,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-07 + Level_of_Effort.csv row 11,MED,Civil/site concept input embedded in consolidated package
L-005,DESIGN-CIVIL,PKG-04,DEL-02-01,Civil Engineer (Intermediate) — supporting civil production,12,hr,125,1500,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv row 12,MED,Supporting civil production
L-006,DESIGN-STRUCT,PKG-04,DEL-02-01,Structural Engineer (Senior) — structural input to concept package,12,hr,155,1860,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-09 + Level_of_Effort.csv row 13,MED,Structural input to concept package
L-007,DESIGN-STRUCT,PKG-04,DEL-02-01,Structural Engineer (Intermediate) — supporting structural input,6,hr,125,750,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-10 + Level_of_Effort.csv row 14,MED,Supporting structural input
L-008,DESIGN-MECH,PKG-04,DEL-02-01,Mechanical Engineer (Senior) — mechanical input to concept package,12,hr,160,1920,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-11 + Level_of_Effort.csv row 15,MED,Mechanical input to concept package
L-009,DESIGN-MECH,PKG-04,DEL-02-01,Mechanical Engineer (Intermediate) — supporting mechanical input,6,hr,130,780,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-12 + Level_of_Effort.csv row 16,MED,Supporting mechanical input
L-010,DESIGN-ELEC,PKG-04,DEL-02-01,Electrical Engineer (Senior) — electrical/IT input to concept package,12,hr,155,1860,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-13 + Level_of_Effort.csv row 17,MED,Electrical/IT input to concept package
L-011,DESIGN-ELEC,PKG-04,DEL-02-01,Electrical Engineer (Intermediate) — supporting electrical input,6,hr,125,750,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-14 + Level_of_Effort.csv row 18,MED,Supporting electrical input
L-012,MGMT-COORD,PKG-04,DEL-02-01,Project Manager — coordination oversight; cross-discipline coordination,10,hr,175,1750,CAD,RATE_TABLE,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv row 19,MED,More cross-discipline coordination needed for consolidated concept package
