LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,05-Metals,PKG-004,DEL-04-03,Screw piles - galvanized helical piles installed (2.75-3.5 in shaft; helix below 2.0 m frost depth; 6-8 m typical),20,each,3000,60000,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-14 (RecommendedRate=$3000/each),MED,Pile count assumes 60x100 ft PEMB perimeter columns at ~10-12 ft spacing; see ASM-001 and ASM-002
L-002,03-Concrete,PKG-004,DEL-04-03,Concrete grade beams connecting pile caps (strip footing rate as proxy for formed concrete beams),80,lm,220,17600,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-13 (RecommendedRate=$220/lm),MED,Perimeter grade beam ~320 lf (97.5 m) = 2x100ft + 2x60ft; assumed ~80 lm net for pile-to-pile beams; see ASM-006
L-003,03-Concrete,PKG-004,DEL-04-03,Concrete slab-on-grade 150mm with W/W mesh - cold storage floor (60x100 ft = 557.4 m2),557,m2,85,47345,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-03 (RecommendedRate=$85/m2),MED,Full concrete floor per DEC-002; includes sub-base prep; sulphate-resistant mix per REQ-07 (Type HS cement 32 MPa)
L-004,03-Concrete,PKG-004,DEL-04-03,Concrete aprons at overhead doors (2 doors x 16x16 ft = 2 x 23.8 m2 = 47.6 m2; 200mm reinforced for vehicle loads),48,m2,108,5184,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-04 (RecommendedRate=$108/m2),MED,Heavy-duty 200mm slab for service vehicle loads per REQ-06 (OSR 10.3.10); 2 OH doors at 16x16 ft each
L-005,03-Concrete,PKG-004,DEL-04-03,Concrete aprons at person doors (2 doors x approx 1.5m x 2.0m = 6.0 m2; 150mm with mesh),6,m2,85,510,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-03 (RecommendedRate=$85/m2),MED,Smaller aprons at 2 person doors per REQ-06; standard 150mm slab adequate for pedestrian traffic
L-006,31-Earthwork,PKG-004,DEL-04-03,Subgrade preparation - strip topsoil and compact per Geotech Report section 7.1 (557.4 m2 building footprint),557,m2,12,6684,CAD,RATE_TABLE,Assumed_Project_Parameters.csv PP-07 (6000 sf footprint) + Parametric_Building_Rates.csv PB-06 ($16/sf site dev rate prorated),MED,Includes stripping topsoil; scarifying; compacting to 98% SPDD; proof rolling; rate derived as fraction of PB-06 site rate; see ASM-007
L-007,02-Sitework,PKG-004,DEL-04-03,Granular base - 150mm radon rock below slab (557.4 m2 x 150mm depth),557,m2,15,8355,CAD,RATE_TABLE,Decision_Log.md DEC-EST-007 (derived from subgrade prep component of SC-03 rate),MED,20 mm screened/washed rock per Geotech section 7.1 item 6; rate estimated from granular material supply + placement; see ASM-008
L-008,02-Sitework,PKG-004,DEL-04-03,Vapour barrier - polyethylene sheeting per CAN/CGSB-51.34-M below slab (557.4 m2),557,m2,5,2785,CAD,RATE_TABLE,Decision_Log.md DEC-EST-008 (derived rate for poly sheeting supply + install),MED,6 mil minimum thickness assumed per REQ-08 [E-002]; includes laps and sealing
L-009,03-Concrete,PKG-004,DEL-04-03,Reinforcing steel for grade beams and slab edges (estimated 1500 kg for perimeter + slab mesh supplement),1500,kg,3.25,4875,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-07 (RecommendedRate=$3.25/kg),MED,Includes rebar for grade beams and supplemental reinforcing at slab edges/joints; W/W mesh included in SC-03 rate
L-010,05-Metals,PKG-004,DEL-04-03,Anchor bolts - screw pile to grade beam connections (20 piles x 4 bolts = 80 bolts),80,each,45,3600,CAD,RATE_TABLE,Structural_Concrete_Rates.csv SC-15 (RecommendedRate=$45/each),MED,Standard anchor bolts set in concrete grade beams at pile cap locations; 4 per pile assumed
