RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-011-05-A01,PKG-011,DEL-011-05,Wash Bay Enclosure,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0027a,Decomposition SSOW §3,DEL-011-05 implements scope item SOW-0027a: Construct enclosed wash bay structure (single bay 24 ft wide motor scraper-sized) including overhead door walls roof integration steel plate floor,Datasheet.md,Datasheet > Identification > SOW Reference,SOW Reference: SOW-0027a,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition scope ledger: SOW-0027a -> PKG-011 -> DEL-011-05,,
v3.1,DEP-011-05-A02,PKG-011,DEL-011-05,Wash Bay Enclosure,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-001,Decomposition §5 Objectives,DEL-011-05 supports OBJ-001: Deliver a code-compliant fully functional maintenance shop addition satisfying the County operational program,Datasheet.md,Datasheet > Identification > Objective Supported,Objective Supported: OBJ-001,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition §7 deliverable table and scope ledger,,
v3.1,DEP-011-05-E01,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-011,DEL-011-01,,Concrete Superstructure,Decomposition §7 PKG-011,Concrete superstructure (DEL-011-01) must be in place before wash bay enclosure installation proceeds,Datasheet.md,Datasheet > Conditions > Prerequisite structural work,"Concrete superstructure (DEL-011-01) must be in place before wash bay enclosure installation proceeds",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Datasheet Conditions and Procedure Prerequisites. DEL-011-01 covers SOW-0022.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E02,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-010,DEL-010-01,,Foundation Construction,Decomposition §7 PKG-010,Foundation construction (DEL-010-01) must be complete at the wash bay location before wash bay floor and wall work can proceed,Procedure.md,Procedure > Prerequisites,"DEL-010-01 (Foundation Construction) complete at the wash bay location",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Prerequisites table.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E03,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-08,,Steel Plate Embedment Plan,Decomposition §7 PKG-002,Steel plate embedment plan (DEL-002-08) must be issued and reviewed before wash bay floor pour proceeds — governs plate size thickness material grade and anchor specifications,Procedure.md,Procedure > Prerequisites,"Steel plate embedment plan (DEL-002-08) issued and reviewed",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Prerequisites; reinforced in Guidance Principle 4 and Specification REQ-011-05-005.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E04,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-009,DEL-009-02,,Building Permit,Decomposition §7 PKG-009,Building permit (DEL-009-02) must be obtained before construction of wash bay enclosure proceeds,Procedure.md,Procedure > Prerequisites,"Building permit obtained (DEL-009-02)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Prerequisites.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E05,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,PACKAGE,PKG-001,,,Architectural Design — IFC Drawings,Decomposition §6 PKG-001,IFC architectural drawings for wash bay enclosure must be reviewed and P.Eng.-stamped before construction proceeds — governs wall type door height ceiling height and layout,Procedure.md,Procedure > Prerequisites,"IFC drawings for the wash bay enclosure reviewed and P.Eng.-stamped (from PKG-001 Architectural PKG-002 Structural)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Prerequisites and Specification REQ-011-05-008. PKG-001 provides architectural IFC drawings.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E06,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,PACKAGE,PKG-002,,,Structural Design — IFC Drawings,Decomposition §6 PKG-002,IFC structural drawings for wash bay enclosure must be reviewed and P.Eng.-stamped before construction proceeds — governs structural framing mezzanine support and steel plate details,Procedure.md,Procedure > Prerequisites,"IFC drawings for the wash bay enclosure reviewed and P.Eng.-stamped (from PKG-001 Architectural PKG-002 Structural)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Prerequisites. PKG-002 provides structural IFC drawings.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E07,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-006,,,Plumbing Design — Drain Locations and Floor Slope,Decomposition §6 PKG-006,Plumbing drain layout and floor drainage slope must be confirmed with plumbing design (PKG-006) before wash bay floor pour — drain sleeve locations and slope direction affect formwork and steel plate embedment elevations,Procedure.md,Procedure > Prerequisites,"Plumbing drain layout confirmed with plumbing subcontractor / PKG-006 design for drain sleeve locations and floor drainage slope",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure Prerequisites and Specification REQ-011-05-005a. See also Guidance Considerations [F-002].,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-05-E08,PKG-011,DEL-011-05,Wash Bay Enclosure,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-005,,,Civil Design — Floor Drainage Slope,Decomposition §6 PKG-005,Floor drainage slope direction and minimum gradient must be coordinated with civil design (PKG-005) before floor pour,Specification.md,Specification > REQ-011-05-005a,"direction and minimum gradient TBD — to be determined by plumbing design (PKG-006) and civil design (PKG-005)",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Specification REQ-011-05-005a. Civil design contributes to drainage slope determination alongside plumbing design.,ADVISORY,TASK_ESTIMATING
