LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-001,Professional Services,PKG-009,DEL-009-04,Register template and schema design (Phase 1 Step 1.1),1,LS,330.00,330.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-01 R-08); ASM-001,MED,Allocated ~2h PM ($165/h) + ~1h CE ($135/h) from LOE totals for Phase 1.1
DL-002,ITEM-002,Professional Services,PKG-009,DEL-009-04,Supporting filing structure establishment (Phase 1 Step 1.2),1,LS,135.00,135.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-08); ASM-001,MED,Allocated ~1h CE ($135/h) for filing structure setup
DL-003,ITEM-003,Professional Services,PKG-009,DEL-009-04,County representative and communication protocol confirmation (Phase 1 Step 1.3),1,LS,165.00,165.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-01); ASM-001,MED,Allocated ~1h PM ($165/h) for County coordination protocol
DL-004,ITEM-004,Professional Services,PKG-009,DEL-009-04,Readiness gate verification (Phase 1 Step 1.4),1,LS,165.00,165.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-01); ASM-001,MED,Allocated ~1h PM ($165/h) for readiness gate review
DL-005,ITEM-005,Professional Services,PKG-009,DEL-009-04,Development permit condition loading (Phase 2 Step 2.1),1,LS,165.00,165.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-01); ASM-001,MED,Allocated ~1h PM ($165/h) for condition loading from DEL-009-01
DL-006,ITEM-006,Professional Services,PKG-009,DEL-009-04,Building permit condition loading (Phase 2 Step 2.2),1,LS,165.00,165.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-01); ASM-001,MED,Allocated ~1h PM ($165/h) for condition loading from DEL-009-02
DL-007,ITEM-007,Professional Services,PKG-009,DEL-009-04,Safety Code permit requirements loading (Phase 2 Step 2.3),1,LS,300.00,300.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-01 R-08); ASM-001,MED,"Allocated ~1h PM ($165/h) + ~1h CE ($135/h) for Safety Code condition loading; most complex permit type"
DL-008,ITEM-008,Professional Services,PKG-009,DEL-009-04,Inspection schedule matrix development (Phase 2 Step 2.4),1,LS,135.00,135.00,CAD,PARAMETRIC,Level_of_Effort.csv (DEL-009-04 rows) + Professional_Staff_Rates.csv (R-08); ASM-001,MED,Allocated ~1h CE ($135/h) for inspection schedule mapping
DL-009,ITEM-009,Professional Services,PKG-009,DEL-009-04,Code identification completeness check (Phase 2 Step 2.5),1,LS,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,No LOE hours remaining from source allocation for this activity; hours TBD pending permit condition count
DL-010,ITEM-010,Professional Services,PKG-009,DEL-009-04,Population completeness checkpoint (Phase 2 Step 2.6),1,LS,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,No LOE hours remaining from source allocation for this activity; hours TBD
