ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-008-01,Project management — geotech investigation coordination,6,hr,UNIT_RATE,Procedure,Prerequisites / Steps 1-7,PM coordination across all investigation phases; qty from Level_of_Effort.csv
ITEM-002,DEL-008-01,Cost estimating support — geotech investigation,4,hr,UNIT_RATE,Procedure,Prerequisites / Steps 1-7,Cost estimator support; qty from Level_of_Effort.csv
ITEM-003,DEL-008-01,Investigation program development — Geotechnical Engineer,TBD,hr,UNIT_RATE,Procedure,Step 2 — Develop Investigation Program,Scope/program definition; coord with structural engineer; submit for Owner acceptance
ITEM-004,DEL-008-01,Site access coordination and safety induction,TBD,hr,UNIT_RATE,Procedure,Step 1 — Confirm Site Conditions and Coordinate Sequence,Coordination with County for access; safety induction for field personnel on active landfill
ITEM-005,DEL-008-01,Drill rig mobilization / demobilization to WDMLRL site,1,LS,LUMP_SUM,Procedure,Step 3 — Mobilize and Conduct Field Investigation,Mob/demob of drilling equipment to SW 14-44-21-W4 near Ferintosh AB (approx 30 km S of Camrose)
ITEM-006,DEL-008-01,Borehole drilling and in-situ testing (SPT or equivalent),TBD,EA,UNIT_RATE,Procedure,Step 3.2 — Execute borehole drilling,Number/depth TBD by Geotech Engineer; building footprint approx 13000 sqft; service pit area also needs characterization
ITEM-007,DEL-008-01,Test pit excavation (if required by investigation program),TBD,EA,UNIT_RATE,Procedure,Step 3.2,Test pits TBD; may be used in lieu of or in addition to boreholes
ITEM-008,DEL-008-01,Groundwater monitoring well / standpipe installation,TBD,EA,UNIT_RATE,Procedure,Step 3.4,TBD — depends on groundwater conditions encountered and monitoring approach decision (Step 2.3)
ITEM-009,DEL-008-01,Soil sample collection and handling,TBD,EA,UNIT_RATE,Procedure,Step 3.3 — Collect soil samples,Samples for laboratory analysis per investigation program
ITEM-010,DEL-008-01,Field investigation supervision — Geotechnical Engineer,TBD,hr,UNIT_RATE,Procedure,Step 3 — Field Investigation,On-site supervision of drilling and sampling activities
ITEM-011,DEL-008-01,Photographic documentation of field investigation,1,LS,LUMP_SUM,Procedure,Step 3.5,Dated and location-referenced photos of boreholes; samples; site conditions; equipment
ITEM-012,DEL-008-01,Laboratory testing — soil classification and index tests,TBD,EA,UNIT_RATE,Procedure,Step 4 — Conduct Laboratory Testing,Grain size; Atterberg limits; moisture content; unit weight; consolidation; specific tests TBD
ITEM-013,DEL-008-01,Laboratory testing QA/QC review,TBD,hr,UNIT_RATE,Procedure,Step 4.3,Review lab results for completeness and quality; re-testing if anomalous
ITEM-014,DEL-008-01,Data analysis — bearing capacity analysis,TBD,hr,UNIT_RATE,Procedure,Step 5.4,Bearing capacity analysis for proposed foundation under heavy loads (2x 5T cranes; tracked equipment)
ITEM-015,DEL-008-01,Data analysis — settlement analysis,TBD,hr,UNIT_RATE,Procedure,Step 5.5,Total and differential settlement for 13000 sqft concrete structure with 35 ft ceiling
ITEM-016,DEL-008-01,Data analysis — service pit geotechnical characterization,TBD,hr,UNIT_RATE,Specification,REQ-011 — Service Pit Geotechnical Characterization,Excavation recommendations; lateral earth pressure; groundwater control for below-grade service pit
ITEM-017,DEL-008-01,Deleterious materials assessment relative to RFP §4.8.2 baseline,TBD,hr,UNIT_RATE,Specification,REQ-004 — Normal Ground Conditions Baseline,Assessment whether conditions differ from normal ground conditions baseline; commercially significant finding
ITEM-018,DEL-008-01,Geotechnical report preparation — drafting and compilation,TBD,hr,UNIT_RATE,Procedure,Step 6.1 — Draft the geotechnical report,Full report: executive summary; stratigraphy; groundwater; bearing capacity; settlement; foundations; service pit; appendices
ITEM-019,DEL-008-01,Independent technical review (senior engineer review),TBD,hr,UNIT_RATE,Specification,REQ-012 — Report Quality Review / Procedure Step 6.2,Internal peer review before issuance to Owner
ITEM-020,DEL-008-01,Professional engineer certification / seal,1,LS,LUMP_SUM,Specification,REQ-009 — Prepared by Geotechnical Engineer / Procedure Step 6.4,Report signed and sealed by responsible Geotechnical Engineer per Alberta practice
ITEM-021,DEL-008-01,Report delivery to Owner and project file distribution,1,LS,LUMP_SUM,Procedure,Step 7 — Deliver Report to Owner,Transmit complete report to Camrose County; copy to project file; notify PKG-002; retain transmission record
ITEM-022,DEL-008-01,Owner draft review cycle coordination (if required),TBD,hr,UNIT_RATE,Procedure,Step 6.3,TBD — confirm with Owner whether draft review/comment period required before final issuance
ITEM-023,DEL-008-01,Site restoration after field investigation,1,LS,LUMP_SUM,Procedure,Step 3.7,Restore disturbed areas to extent practicable upon completion of field activities
