LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,Professional Services — Management,PKG-008,DEL-008-01,Project management — geotech investigation coordination,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-008-01/R-01,MED,Rate $165/hr x 6 hr from LoE
L-002,ITEM-002,Professional Services — Management,PKG-008,DEL-008-01,Cost estimating support — geotech investigation,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-008-01/R-08,MED,Rate $135/hr x 4 hr from LoE
L-003,ITEM-003,Professional Services — Geotechnical,PKG-008,DEL-008-01,Investigation program development — Geotechnical Engineer,TBD,hr,175,TBD,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-20; qty location TBD,LOW,Rate available ($175/hr) but hours not in LoE; Geotech Engineer to estimate
L-004,ITEM-004,Professional Services — Geotechnical,PKG-008,DEL-008-01,Site access coordination and safety induction,TBD,hr,175,TBD,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-20; qty location TBD,LOW,Assumed Geotech Engineer rate; hours TBD
L-005,ITEM-005,Field Investigation — Mobilization,PKG-008,DEL-008-01,Drill rig mobilization / demobilization to WDMLRL site,1,LS,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,No mob/demob rate in price sources; subcontractor quote required
L-006,ITEM-006,Field Investigation — Drilling,PKG-008,DEL-008-01,Borehole drilling and in-situ testing (SPT or equivalent),TBD,EA,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,No drilling unit rates in sources; borehole count and depth TBD by Geotech Engineer
L-007,ITEM-007,Field Investigation — Drilling,PKG-008,DEL-008-01,Test pit excavation (if required),TBD,EA,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,Test pits TBD; may not be required
L-008,ITEM-008,Field Investigation — Monitoring,PKG-008,DEL-008-01,Groundwater monitoring well / standpipe installation,TBD,EA,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,TBD whether required; depends on groundwater conditions
L-009,ITEM-009,Field Investigation — Sampling,PKG-008,DEL-008-01,Soil sample collection and handling,TBD,EA,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,Sample count TBD; depends on investigation program
L-010,ITEM-010,Professional Services — Geotechnical,PKG-008,DEL-008-01,Field investigation supervision — Geotechnical Engineer,TBD,hr,175,TBD,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-20; qty location TBD,LOW,Rate available; field days TBD
L-011,ITEM-011,Field Investigation — Documentation,PKG-008,DEL-008-01,Photographic documentation of field investigation,1,LS,TBD,TBD,CAD,PARAMETRIC,location TBD,LOW,Included in field supervision or separate; no standalone rate
