LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-001,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-05,Mud sump excavation — excavate pit to design depth,18,m3,20.00,360.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-01 (RecommendedRate=20/m3),MED,Sump dimensions TBD; 18 m3 assumed
DL-002,ITM-002,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-05,Granular bedding layer for sump pit base,2,m3,55.00,110.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-02 (RecommendedRate=55/m3),MED,Imported granular fill supply + place
DL-003,ITM-003,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-05,Precast concrete mud sump structure — supply and set,1,LS,18500.00,18500.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-04 (septic tank 29000) used as proxy; adjusted for sump sizing and open-top config,LOW,No direct rate; parametric proxy from UU-04 septic tank; sump smaller but custom config
DL-004,ITM-004,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-05,Drainage pipe — supply and install from floor drain to mud sump,12,m,160.00,1920.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-02 (sanitary line RecommendedRate=160/m),MED,Pipe material/diameter TBD; UU-02 sanitary line rate used as proxy
DL-005,ITM-005,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-05,Drainage pipe trench excavation,8,m3,20.00,160.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-01 (RecommendedRate=20/m3),MED,Trench ~12m x 0.5m x 1.5m avg
DL-006,ITM-006,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-05,Drainage pipe trench backfill — granular bedding + native fill + compaction,8,m3,55.00,440.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-02 (RecommendedRate=55/m3),MED,Granular bedding + native backfill; compaction included
DL-007,ITM-007,Plumbing > Plumbing Systems,PKG-018,DEL-018-05,Wash bay floor drain — supply and install (1 EA),1,LS,1200.00,1200.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for industrial floor drain supply + install; no direct rate table entry,LOW,Floor drain count TBD; assumed 1 per App B
DL-008,ITM-008,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-05,Sump inlet penetration and pipe connection at sump wall,1,LS,850.00,850.00,CAD,PARAMETRIC,ASSUMPTION: parametric estimate for waterproof penetration and connection; no direct rate table entry,LOW,Waterproof penetration through precast wall
DL-009,ITM-009,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-05,Site grading around mud sump — local grading,45,m2,4.00,180.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (compaction/proof roll RecommendedRate=4.0/m2) used as grading proxy,MED,Local grading ~45 m2 around sump
DL-010,ITM-010,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-05,Compaction / proof roll — sump vicinity and pipe trench,45,m2,4.00,180.00,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-03 (RecommendedRate=4.0/m2),MED,Compaction of graded area
