RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-03-06-001,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,PKG-003 -- Design Brief,,DEL-03-06 is defined under PKG-003 (Design Brief) in the project decomposition; covers SOW-0011 SOW-0014 SOW-0015,Datasheet.md,Datasheet.md > Identification > Package,"Package: PKG-003 -- Design Brief",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Confirmed in Decomposition v2.3 Section 9 under PKG-003.
v3.1,DEP-03-06-002,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0014,Adaptability/expansion narrative (RFP 7.1.5),,DEL-03-06 covers scope item SOW-0014: Provide adaptability flexibility and potential for expansion narrative per Section 7.1.5,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-0014 (Adaptability narrative)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Confirmed in Decomposition v2.3 Scope Ledger: SOW-0014 maps to DEL-03-03 and DEL-03-06.
v3.1,DEP-03-06-003,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0015,Accessibility narrative (RFP 7.1.3),,DEL-03-06 covers scope item SOW-0015: Provide accessibility narrative per Section 7.1.3,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-0015 (Accessibility narrative)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Confirmed in Decomposition v2.3 Scope Ledger: SOW-0015 maps to DEL-03-06.
v3.1,DEP-03-06-004,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-004,Design Brief (5 pts),,DEL-03-06 supports OBJ-004: Deliver a strong Design Brief (5 pts),Datasheet.md,Datasheet.md > Attributes > Objectives Supported,"OBJ-004 (Design Brief: 5 pts)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Confirmed in Decomposition v2.3 Section 6 and Evaluation Criteria Crosswalk.
v3.1,DEP-03-06-005,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-005,Durability and operational flexibility (15 pts),,DEL-03-06 supports OBJ-005: Demonstrate durability and ease of maintenance (15 pts); adaptability/flexibility narrative is directionally relevant,Datasheet.md,Datasheet.md > Attributes > Objectives Supported,"OBJ-005 (Durability / flexibility: 15 pts)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Confirmed in Decomposition v2.3 Section 6. Guidance notes 3:1 scoring weight (OBJ-005 vs OBJ-004).
v3.1,DEP-03-06-006,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-03-03,,Structural Design Brief,/test/execution-6b/PKG-003_Design_Brief/1_Working/DEL-03-03_StructuralDesignBrief/,DEL-03-06 requires structural expansion provisions (column grid / foundation / utility chases) from DEL-03-03 for the adaptability narrative; RFP 7.1.5 explicitly cross-references 7.1.2.3,Procedure.md,Procedure.md > Prerequisites > Required Inputs > DEL-03-03,"Structural expansion provisions for coordination... structural grid decision required before Step A3",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. RFP 7.1.5 explicitly cross-references Structural Design Brief 7.1.2.3. Procedure E-002 defines minimum-viable input.
v3.1,DEP-03-06-007,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-02-01,,Architectural Concept Package,/test/execution-6b/PKG-002_Conceptual_Design/1_Working/DEL-02-01_ArchitecturalConceptPackage/,DEL-03-06 requires floor plan showing accessibility features (accessible washrooms / circulation routes / entrances) from DEL-02-01 before drafting accessibility narrative,Procedure.md,Procedure.md > Prerequisites > Required Inputs > DEL-02-01,"Floor plan showing accessibility features and building footprint... preliminary floor plan required before Step A5",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Procedure E-002 defines minimum-viable input: preliminary floor plan with accessible washroom locations and primary circulation routes.
v3.1,DEP-03-06-008,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-02-02,,Civil Site Concept Plan,/test/execution-6b/PKG-002_Conceptual_Design/1_Working/DEL-02-02_CivilSiteConceptPlan/,DEL-03-06 requires site plan showing expansion envelope / parking / access routes from DEL-02-02 before drafting adaptability narrative,Procedure.md,Procedure.md > Prerequisites > Required Inputs > DEL-02-02,"Site plan showing expansion envelope parking access routes... required before Step A6",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Procedure E-002 defines minimum-viable input: site plan showing building footprint and feasible expansion direction(s).
v3.1,DEP-03-06-009,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,,/test/execution-6b/_Sources/AB-2024-07156-Penhold Public Services Building RFP_2024_004.pdf,DEL-03-06 requires RFP SS7.1.3 (accessibility) and SS7.1.5 (adaptability) as governing requirement text for narrative production,Procedure.md,Procedure.md > Prerequisites > Required Inputs > RFP,"RFP SS7.1.3 and SS7.1.5 -- Scoring criteria narrative expectations and requirements",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Document is available per Procedure status = Available.
v3.1,DEP-03-06-010,PKG-003,DEL-03-06,Accessibility and Adaptability Narrative,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,,/test/execution-6b/_Sources/AB-2024-07156-Penhold_Public Services Building Addendum03.pdf,DEL-03-06 requires Addendum 03 for site area (12 acres) / room sizing / second storey / flooring clarifications,Procedure.md,Procedure.md > Prerequisites > Required Inputs > Addendum 03,"Site area clarification (12 acres usable); pickled sand storage removal; second storey acceptable; flooring type; room sizing ranges",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-17,2026-02-17,ACTIVE,FACT. Document is available per Procedure status = Available.
