LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Overhead Crane #1 power circuit — 3-phase supply + conductor bar/festoon system,1,LS,8500.00,8500.00,CAD,PARAMETRIC,"Electrical_System_Rates.csv ES-06 ($1,150 motor connection base) + parametric scaling for crane runway power supply system (conductor bar + feed circuit + installation); Assumed_Project_Parameters.csv PP-12/PP-13",LOW,"Voltage/amperage TBD; crane manufacturer data required (DEL-016-01); estimate includes conductor bar system, feed circuit, and installation"
L-002,ITEM-002,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Overhead Crane #2 power circuit — 3-phase supply + conductor bar/festoon system,1,LS,8500.00,8500.00,CAD,PARAMETRIC,"Electrical_System_Rates.csv ES-06 ($1,150 motor connection base) + parametric scaling for crane runway power supply system; Assumed_Project_Parameters.csv PP-12/PP-13",LOW,Same basis as L-001; second crane on same runway — slight saving possible but conservatively priced equal
L-003,ITEM-003,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Overhead door operator power circuits — dedicated circuit per door,4,EA,1150.00,4600.00,CAD,PARAMETRIC,"Electrical_System_Rates.csv ES-06 ($1,150/EA motor connection allowance); Datasheet C-03; Guidance — Overhead Door Quantity",MED,Door count assumed 4 (3 main bay doors + 1 wash bay); TBD per IFC
L-004,ITEM-004,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Air compressor dedicated 40A circuit — conduit/wire/breaker/disconnect,1,EA,1150.00,1150.00,CAD,PARAMETRIC,Electrical_System_Rates.csv ES-06 ($1150/EA motor connection allowance); Datasheet C-04,MED,40A circuit per App B-Elec; voltage TBD
L-005,ITEM-005,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Fire hose pump dedicated 70A circuit — conduit/wire/breaker/disconnect,1,EA,1500.00,1500.00,CAD,PARAMETRIC,"Electrical_System_Rates.csv ES-06 ($1,150 base) scaled 1.3x for 70A rating; Datasheet C-05",MED,70A circuit — higher amperage requires heavier gauge wire and larger breaker; 30% uplift applied
L-006,ITEM-006,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Pressure washer dedicated 70A circuit — conduit/wire/breaker/disconnect,1,EA,1500.00,1500.00,CAD,PARAMETRIC,"Electrical_System_Rates.csv ES-06 ($1,150 base) scaled 1.3x for 70A rating; Datasheet C-06",MED,70A circuit — same basis as L-005
L-007,ITEM-007,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Exhaust fan power circuit(s) — supply and installation,2,EA,1150.00,2300.00,CAD,PARAMETRIC,"Electrical_System_Rates.csv ES-06 ($1,150/EA motor connection allowance); Datasheet C-07",MED,Fan count assumed 2; scope boundary with PKG-013 TBD (CON-015-04-001)
L-008,ITEM-008,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Motor disconnecting means — fused disconnect switches for motor loads,7,EA,350.00,2450.00,CAD,PARAMETRIC,Parametric estimate based on industrial motor disconnect pricing benchmarks; Specification REQ-015-04-010,MED,7 motor loads: 2 cranes + 1 compressor + 1 pump + 1 washer + 2 fans
L-009,ITEM-009,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Circuit breakers — overcurrent protection devices for equipment circuits,9,EA,150.00,1350.00,CAD,PARAMETRIC,Parametric estimate based on industrial circuit breaker pricing benchmarks; Procedure Phase 3 Step 3.1,MED,9 breakers for 9 discrete circuits; breaker ratings per IFC panel schedule
L-010,ITEM-010,Electrical > Power Distribution & Equipment,PKG-015,DEL-015-04,Conduit/raceway rough-in — EMT or rigid conduit for all equipment circuits,120,m,75.00,9000.00,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-03 ($95/m underground) adjusted to $75/m for above-ground industrial EMT conduit; Procedure Phase 2,MED,"Parametric: 120 m total for ~13,000 sqft shop; includes hangers/supports"
