LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,E,PKG-04,DEL-02-03,Context Review and Requirements Extraction (Lead Architect) - Review _CONTEXT.md Specification.md Guidance.md Procedure.md RFP Addenda Decomposition,6,HR,165.00,990.00,CAD,ALLOWANCE,A-001 A-006,MED,Step 1-2 per Procedure.md
L-002,E,PKG-04,DEL-02-03,Cross-Document Coordination (Lead Architect) - Coordinate with DEL-02-01 DEL-02-02 DEL-06-01 DEL-09-02,4,HR,165.00,660.00,CAD,ALLOWANCE,A-001 A-006,MED,Step 3 per Procedure.md; coordination with upstream deliverables
L-003,E,PKG-04,DEL-02-03,Narrative Drafting (Lead Architect) - Draft 4-6 page sustainability and energy narrative including all REQ-001 through REQ-008 requirements,12,HR,165.00,1980.00,CAD,ALLOWANCE,A-001 A-006,MED,Step 4 per Procedure.md; 2000-3000 words target
L-004,E,PKG-04,DEL-02-03,Technical Review and Revisions (Lead Architect) - Address review comments incorporate feedback finalize content,6,HR,165.00,990.00,CAD,ALLOWANCE,A-001 A-006,MED,Steps 5-6 per Procedure.md
L-005,E,PKG-04,DEL-02-03,Sustainability Specialist Review - Technical review of energy strategies solar-ready provisions code compliance,6,HR,150.00,900.00,CAD,ALLOWANCE,A-002,MED,Step 5.3 per Procedure.md; verify technical accuracy
L-006,E,PKG-04,DEL-02-03,Building Code Consultant Review - ABC NECB compliance verification code reference accuracy,4,HR,170.00,680.00,CAD,ALLOWANCE,A-003,MED,Step 5.2 per Procedure.md; REQ-001.2 compliance
L-007,E,PKG-04,DEL-02-03,HVAC Zoning Diagram Production (Graphics Support) - Schematic floor plan showing Fire Hall 24/7 vs Public Works scheduled zones,10,HR,90.00,900.00,CAD,ALLOWANCE,A-004 A-007 D-005,LOW,Step 7 per Procedure.md; optional per Specification.md REQ-008.4
L-008,E,PKG-04,DEL-02-03,Solar-Ready Roof Plan Production (Graphics Support) - Annotated roof plan showing solar zones orientation access HVAC equipment,10,HR,90.00,900.00,CAD,ALLOWANCE,A-004 A-007 D-005,LOW,Step 7 per Procedure.md; supports REQ-003 compliance
L-009,E,PKG-04,DEL-02-03,Proposal Manager QA Review - Cross-document consistency check compliance mapping coordination,4,HR,130.00,520.00,CAD,ALLOWANCE,A-005,MED,Steps 5.4 8 per Procedure.md
L-010,E,PKG-04,DEL-02-03,Compliance Matrix Preparation and Finalization (Proposal Manager) - Requirements mapping table final formatting delivery,2,HR,130.00,260.00,CAD,ALLOWANCE,A-005,MED,Steps 8-9 per Procedure.md; input to DEL-01-01
L-011,PM,PKG-04,DEL-02-03,Project Overhead and Administration - Coordination meetings document control version management,1,LS,1320.00,1320.00,CAD,ALLOWANCE,A-008,MED,15% markup on direct services per BOE
L-012,CONT,PKG-04,DEL-02-03,Contingency - Risk reserve for scope uncertainty pricing variability effort variance,1,LS,2020.00,2020.00,CAD,ALLOWANCE,D-006,MED,20% of base estimate per PCT_BY_BUCKET method
