LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITM-001,Concrete > Concrete & Foundations,PKG-011,DEL-011-01,Reinforced concrete slab-on-grade (heavy-duty shop floor),1208,m2,210.00,253680.00,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-01 RecommendedRate=210,MED,Heavy-duty industrial slab; rate from SC-01
L-002,ITM-002,Concrete > Concrete & Foundations,PKG-011,DEL-011-01,Thickened slab edge / grade beam -- building perimeter,140,m,250.00,35000.00,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-02 RecommendedRate=250,MED,Perimeter thickening; rate from SC-02
L-003,ITM-003,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-01,Steel plate embedments in floor slab (supply + install),20,EA,250.00,5000.00,CAD,ALLOWANCE,Structural_Concrete_Rates.csv SC-08 RecommendedRate=250,LOW,Locations/size TBD; SC-08 allowance rate
L-004,ITM-004,Concrete > Concrete & Foundations,PKG-011,DEL-011-01,Service pit/trench -- concrete walls and floor (below-grade),1,LS,52800.00,52800.00,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-06 wall rate 420/m2 * ~80m2 walls + SC-01 slab rate 210/m2 * ~50m2 floor,MED,Pit ~7.3m L x 3m W x 2.5m D; walls ~80 m2 @ $420 = $33600; floor ~22 m2 @ $210 = $4620; formwork ~80 m2 @ $110 = $8800; rebar ~50m2*30kg/m2*$2.9 = $4350; contingency ~$1430
L-005,ITM-005,Concrete > Concrete & Foundations,PKG-011,DEL-011-01,Mezzanine structure (beams + joists + deck),362,m2,210.00,76020.00,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-01 (adapted); Construction_Labour_Rates.csv T-03,MED,Mezzanine slab/deck at heavy-duty rate SC-01; includes structural steel supports
L-006,ITM-006,Concrete > Concrete & Foundations,PKG-011,DEL-011-01,Mezzanine access stair (concrete or steel),1,EA,9000.00,9000.00,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-07 RecommendedRate=9000,MED,One stair system per SC-07
L-007,ITM-007,Concrete > Concrete & Foundations,PKG-011,DEL-011-01,Structural frame -- concrete walls/columns to 35 ft ceiling,1500,m2,420.00,630000.00,CAD,PARAMETRIC,Structural_Concrete_Rates.csv SC-06 RecommendedRate=420,MED,CIP concrete walls including rebar allowance; rate from SC-06
L-008,ITM-008,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-01,Crane runway beams and structural supports (2 x 5-tonne cranes),2,EA,35000.00,70000.00,CAD,PARAMETRIC,Derived: Construction_Labour_Rates.csv T-03 ironworker rate; Equipment_Pricing.csv context; parametric model for crane runway structural supports,MED,Structural runway beams/brackets only; 2 runways at ~$35000 each; crane supply/install under DEL-016-01
L-009,ITM-009,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-01,Roof structure (steel deck on bar joists -- assumed system),1208,m2,145.00,175160.00,CAD,PARAMETRIC,Derived: parametric rate for steel deck/bar joist roof on industrial building; Construction_Labour_Rates.csv T-03,MED,Roof system TBD; assumed steel deck/bar joist at $145/m2 (material + labour); rate derived from parametric model
L-010,ITM-010,"Openings > Doors, Windows & Glazing",PKG-011,DEL-011-01,Structural rough openings for overhead doors -- repair bays (24 ft wide x 2),2,EA,8500.00,17000.00,CAD,PARAMETRIC,Derived: structural framing/lintel for 24 ft OH door opening; Building_Envelope_Rates.csv BE-03 context,MED,Structural rough opening framing only; header/lintel + jamb framing; 2 repair bay doors
