LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITM-001,Professional Services > Project Management,PKG-018,DEL-018-06,Project Manager — supervision and coordination,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-018-06/R-01,MED,
DL-002,ITM-002,Professional Services > Project Management,PKG-018,DEL-018-06,Construction Project Manager — field coordination,8,hr,155,1240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-02 + Level_of_Effort.csv DEL-018-06/R-02,MED,
DL-003,ITM-003,Professional Services > Project Management,PKG-018,DEL-018-06,Site Superintendent — field supervision,10,hr,145,1450,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-03 + Level_of_Effort.csv DEL-018-06/R-03,MED,
DL-004,ITM-004,Professional Services > Project Management,PKG-018,DEL-018-06,Cost Estimator — estimate support,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-018-06/R-08,MED,
DL-005,ITM-005,Professional Services > Project Management,PKG-018,DEL-018-06,QA/QC Lead — quality oversight,6,hr,135,810,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-06 + Level_of_Effort.csv DEL-018-06/R-06,MED,
DL-006,ITM-006,Professional Services > Project Management,PKG-018,DEL-018-06,HSE Manager — safety oversight,4,hr,140,560,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-05 + Level_of_Effort.csv DEL-018-06/R-05,MED,
DL-007,ITM-007,Utilities > Utility Connections,PKG-018,DEL-018-06,Natural gas service tie-in — provider coordination and execution (SOW-0080),1,LS,25000,25000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for rural AB gas service connection (provider fees + piping + metering + testing). No direct quote available.,LOW,Includes provider application fees and gas meter set. Excludes gas main extension (if required — see Risk_Register.md). TBD distances.
DL-008,ITM-008,Utilities > Utility Connections,PKG-018,DEL-018-06,Electrical service tie-in — three-phase power connection (SOW-0081),1,LS,45000,45000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for rural AB three-phase electrical service (provider coordination + service entrance + metering + transformer pad). Transformer ownership TBD per REQ-02.9.,LOW,Assumes utility-owned transformer. If customer-owned add $30000-$80000. TBD distances and transformer ownership.
DL-009,ITM-009,Utilities > Utility Connections,PKG-018,DEL-018-06,Communication lines tie-in — conduit and cabling for radio antenna and telecom (SOW-0082),1,LS,8000,8000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for rural AB telecom service connection (conduit from demarcation to building + provider coordination).,LOW,Minimal scope — antenna wiring conduit and basic telecom. Additional services TBD.
DL-010,ITM-010,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-06,Underground utility trenching — combined trench corridor,75,m,20,1500,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-01 RecommendedRate $20/m3; converted to linear metre assuming 0.6m wide x 1.5m deep = ~1.0 m3/m at $20/m3,MED,ASSUMPTION: 75m trench length; 0.6m wide x avg 1.5m deep. Actual distance TBD.
DL-011,ITM-011,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-06,Underground electrical conduit — installed in trench,75,m,95,7125,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-03 RecommendedRate $95/m,MED,Direct rate match from UU-03 (underground conduit power installed).
DL-012,ITM-012,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-06,Underground gas piping — installed in trench,75,m,130,9750,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-01 RecommendedRate $130/m (water line proxy — similar installation scope for buried utility pipe),LOW,No direct gas piping rate in source. UU-01 water line rate used as parametric proxy. Material differences may affect cost.
DL-013,ITM-013,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-06,Underground communication conduit — installed in trench,75,m,65,4875,CAD,PARAMETRIC,Underground_Utility_Rates.csv UU-03 RateMin $65/m (lower end — comms conduit simpler than power conduit),LOW,Communications conduit assumed simpler than power conduit. Used lower-bound rate from UU-03.
DL-014,ITM-014,"Sitework & Civil > Earthwork, Surfacing & Landscaping",PKG-018,DEL-018-06,Trench backfill and compaction,75,m,55,4125,CAD,PARAMETRIC,Earthwork_Civil_Rates.csv EC-02 RecommendedRate $55/m3; assume ~1.0 m3/m backfill volume,MED,Imported granular fill supply + place rate. Assumes select backfill required for utility trench zone.
DL-015,ITM-015,Sitework & Civil > Underground Utilities & Site Services,PKG-018,DEL-018-06,Building penetrations — utility entry sleeves,3,EA,1500,4500,CAD,PARAMETRIC,ASSUMPTION: Parametric rate for foundation/wall utility penetration sleeve (core drill + sleeve + seal),LOW,One penetration per utility system. Rate is parametric estimate.
DL-016,ITM-016,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-018,DEL-018-06,Safety Code permits — gas and electrical (administrative effort),1,LS,2500,2500,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for contractor admin effort to apply for and manage gas + electrical Safety Code permits. Fees paid by County per RFP SS3.3.1.,LOW,Does not include permit fees (County-paid).
DL-017,ITM-017,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-018,DEL-018-06,Alberta One-Call utility locate,1,LS,500,500,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for One-Call locate service and coordination,LOW,Regulatory requirement. Minimal cost item.
DL-018,ITM-018,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-018,DEL-018-06,Inspections and commissioning — all three utility systems,1,LS,5000,5000,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for gas pressure test + electrical phase/capacity test + communications continuity test + County inspection coordination,LOW,Includes test equipment rental and technician time.
DL-019,ITM-019,General Conditions > General Requirements & Indirect,PKG-018,DEL-018-06,As-built drawings — utility tie-ins,1,LS,3500,3500,CAD,PARAMETRIC,ASSUMPTION: Parametric allowance for survey + drafting of as-built utility drawings,LOW,Standard close-out requirement for underground infrastructure.
DL-020,ITM-020,Construction Labour > General Construction Labour,PKG-018,DEL-018-06,Plumber — gas piping installation labour,40,hr,92.80,3712,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-05 Plumber FullyBurdenedRate $92.80/hr,MED,ASSUMPTION: 40 hours parametric estimate for gas service piping (75m run + connections + testing).
DL-021,ITM-021,Construction Labour > General Construction Labour,PKG-018,DEL-018-06,Electrician — electrical service conduit and connection labour,48,hr,96.00,4608,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-04 Electrician FullyBurdenedRate $96.00/hr,MED,ASSUMPTION: 48 hours parametric estimate for electrical service (conduit + service entrance + connections).
DL-022,ITM-022,Construction Labour > General Construction Labour,PKG-018,DEL-018-06,Equipment Operator — trenching and backfill,24,hr,88.00,2112,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-07 Equipment Operator FullyBurdenedRate $88.00/hr,MED,ASSUMPTION: 24 hours parametric estimate for excavation and backfill operations.
DL-023,ITM-023,Construction Labour > General Construction Labour,PKG-018,DEL-018-06,Labourer — general support for trenching and installation,32,hr,65.10,2083.20,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 Labourer FullyBurdenedRate $65.10/hr,MED,ASSUMPTION: 32 hours parametric estimate for general labour support.
