ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-018-06,Project Manager — supervision and coordination for utility tie-ins,6,hr,UNIT_RATE,Procedure,Part A + Part B oversight,From Level_of_Effort.csv (R-01)
ITM-002,DEL-018-06,Construction Project Manager — field coordination for utility tie-ins,8,hr,UNIT_RATE,Procedure,Part B site coordination,From Level_of_Effort.csv (R-02)
ITM-003,DEL-018-06,Site Superintendent — field supervision for utility tie-ins,10,hr,UNIT_RATE,Procedure,Part B field supervision,From Level_of_Effort.csv (R-03)
ITM-004,DEL-018-06,Cost Estimator — estimate support for utility tie-ins,4,hr,UNIT_RATE,Procedure,Estimate preparation,From Level_of_Effort.csv (R-08)
ITM-005,DEL-018-06,QA/QC Lead — quality oversight for utility tie-ins,6,hr,UNIT_RATE,Procedure,Inspection and quality verification,From Level_of_Effort.csv (R-06)
ITM-006,DEL-018-06,HSE Manager — safety oversight for utility tie-ins,4,hr,UNIT_RATE,Procedure,Safety program oversight,From Level_of_Effort.csv (R-05)
ITM-007,DEL-018-06,Natural gas service tie-in — utility provider coordination and execution (SOW-0080),1,LS,LUMP_SUM,Datasheet,Natural Gas Attributes; Procedure Steps A1/A4/B3/B6/B7,Parametric allowance — includes provider fees; gas piping from service point to building entry; metering; testing. Distance to gas main is TBD.
ITM-008,DEL-018-06,Electrical service tie-in — three-phase power connection (SOW-0081),1,LS,LUMP_SUM,Datasheet,Electrical Service Attributes; Procedure Steps A1/A3/B3/B6/B7,Parametric allowance — includes provider coordination; service entrance; metering; transformer pad (if customer-owned). Transformer ownership TBD.
ITM-009,DEL-018-06,Communication lines tie-in — conduit and cabling for radio antenna and telecom (SOW-0082),1,LS,LUMP_SUM,Datasheet,Communication Lines Attributes; Procedure Steps A1/A5/B3/B6/B7,Parametric allowance — includes conduit from service point to building; provider coordination.
ITM-010,DEL-018-06,Underground utility trenching — combined trench corridor for gas/electrical/communications,75,m,UNIT_RATE,Procedure,Step B2 Trenching; Guidance Principle 6,ASSUMPTION: 75m trench length based on parametric estimate for rural landfill site (building to property boundary). Actual distance TBD.
ITM-011,DEL-018-06,Underground electrical conduit — installed in trench,75,m,UNIT_RATE,Procedure,Step B3 Conduit Installation,ASSUMPTION: Same length as trench corridor. Rate from Underground_Utility_Rates.csv UU-03.
ITM-012,DEL-018-06,Underground gas piping — installed in trench,75,m,UNIT_RATE,Specification,REQ-01.4 Gas pipe installation,ASSUMPTION: Same length as trench corridor. Parametric rate for rural AB gas pipe installation.
ITM-013,DEL-018-06,Underground communication conduit — installed in trench,75,m,UNIT_RATE,Procedure,Step B3 Communication conduit installation,ASSUMPTION: Same length as trench corridor. Parametric rate estimated from similar scope.
ITM-014,DEL-018-06,Trench backfill and compaction,75,m,UNIT_RATE,Procedure,Step B4 Trench Backfill and Surface Restoration,ASSUMPTION: Full trench length. Rate derived from Earthwork_Civil_Rates.csv.
ITM-015,DEL-018-06,Building penetrations — utility entry sleeves (gas + electrical + communications),3,EA,UNIT_RATE,Datasheet,Construction — Building Penetrations,ASSUMPTION: One penetration per utility system.
ITM-016,DEL-018-06,Safety Code permits — gas and electrical (administrative cost; fees paid by County),1,LS,LUMP_SUM,Specification,REQ-01.3 and REQ-02.4; Guidance Permit Fee vs Responsibility,Contractor administrative effort to obtain permits. Fee paid by County per RFP SS3.3.1.
ITM-017,DEL-018-06,Alberta One-Call utility locate,1,LS,LUMP_SUM,Specification,REQ-04.8,Regulatory requirement before excavation.
ITM-018,DEL-018-06,Inspections and commissioning — all three utility systems,1,LS,LUMP_SUM,Procedure,Steps B5/B7/B8,Includes pressure test (gas); phase sequence test (electrical); continuity test (communications); County rep coordination.
ITM-019,DEL-018-06,As-built drawings — utility tie-ins,1,LS,LUMP_SUM,Procedure,Step B9 As-Built Documentation,Standard requirement for underground infrastructure.
ITM-020,DEL-018-06,Plumber — gas piping installation labour,40,hr,UNIT_RATE,Procedure,Step B3 Gas pipe installation,ASSUMPTION: Parametric estimate for gas service piping installation (75m run + connections).
ITM-021,DEL-018-06,Electrician — electrical service conduit and connection labour,48,hr,UNIT_RATE,Procedure,Step B3/B6 Electrical conduit and connection,ASSUMPTION: Parametric estimate for electrical service installation (75m conduit + service entrance + connections).
ITM-022,DEL-018-06,Equipment Operator — trenching and backfill,24,hr,UNIT_RATE,Procedure,Steps B2/B4 Trenching and backfill,ASSUMPTION: Parametric estimate for excavation and backfill operations.
ITM-023,DEL-018-06,Labourer — general support for trenching and installation,32,hr,UNIT_RATE,Procedure,Steps B2/B3/B4,ASSUMPTION: Parametric estimate for general labour support.
