ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-001,DEL-011-03,Overhead doors -- industrial sectional 24 ft class (supply + install including tracks and hardware),4,EA,UNIT_RATE,Specification,REQ-011-03-004; Procedure Step 3.2,"4 doors total: 2 bays x 2 doors per bay (drive-through configuration); 24 ft class per BE-03; door type TBD in IFC"
ITM-002,DEL-011-03,Overhead door operators -- motorised industrial (supply + install),4,EA,UNIT_RATE,Specification,REQ-011-03-004; Procedure Steps 3.2 and 3.3,"One operator per door; voltage/amperage TBD per IFC door schedule and PKG-015 coordination"
ITM-003,DEL-011-03,Door safety devices -- obstruction sensors and auto-reverse mechanism (supply + install per door),4,EA,UNIT_RATE,Specification,REQ-011-03-015; Procedure Step 3.2,"Per Alberta Safety Codes expectation for motorised industrial doors; ASSUMPTION-based requirement"
ITM-004,DEL-011-03,Door weather seals -- head / jamb / floor seal sets (supply + install per door),4,EA,UNIT_RATE,Specification,REQ-011-03-016; Procedure Step 3.2,"Alberta cold climate; heated interior; weather seal sets for insulated bay"
ITM-005,DEL-011-03,Door frame structural elements -- jambs / sills / headers / lintels (4 openings),4,EA,UNIT_RATE,Procedure,Step 2.2 -- Construct Door Frame Structural Elements,"Structural rough openings for 4 overhead door locations; CIP concrete headers/lintels per structural design"
ITM-006,DEL-011-03,Floor drainage slope provisions -- repair bay concrete slab slope to sump drain locations,2,EA,UNIT_RATE,Specification,REQ-011-03-007; Procedure Step 2.3,"Concrete finishing for floor slope in each bay; slope % TBD per civil/structural engineer; 2 bays"
ITM-007,DEL-011-03,Exhaust system structural provisions -- blocking / backing / penetration sleeves / mounting provisions,1,LS,LUMP_SUM,Specification,REQ-011-03-008; Procedure Step 2.4,"Structural provisions for exhaust hose drops and fan units in repair bay area; scope is structural only"
ITM-008,DEL-011-03,Conduit sleeves for overhead door operator wiring (4 locations),4,EA,UNIT_RATE,Procedure,Step 2.2 -- conduit sleeves for overhead door operator wiring,"Conduit stub-ins for PKG-015 electrical coordination; placed during structural rough-in"
ITM-009,DEL-011-03,Door commissioning and functional testing (3 cycles per door x 4 doors),4,EA,UNIT_RATE,Procedure,Step 3.4 -- Commission and Test Each Door,"Three complete open/close cycles per door; safety device and weather seal verification"
ITM-010,DEL-011-03,Inspection coordination and documentation,1,LS,LUMP_SUM,Specification,REQ-011-03-012; Procedure Steps 4.1-4.3,"All required inspections per building permit and Safety Code permit conditions"
ITM-011,DEL-011-03,As-built markup and documentation package,1,LS,LUMP_SUM,Procedure,Steps 5.1-5.5,"As-built markups for bay dimensions and door rough openings; compilation of all records"
ITM-012,DEL-011-03,Professional staff -- Project Manager,6,hr,UNIT_RATE,Procedure,Phase 1 coordination,"Per Level_of_Effort.csv R-01; PM coordination for DEL-011-03"
ITM-013,DEL-011-03,Professional staff -- Construction Project Manager,8,hr,UNIT_RATE,Procedure,Phase 1 coordination,"Per Level_of_Effort.csv R-02; construction management"
ITM-014,DEL-011-03,Professional staff -- Site Superintendent,10,hr,UNIT_RATE,Procedure,Phases 2-5 field leadership,"Per Level_of_Effort.csv R-03; field supervision"
ITM-015,DEL-011-03,Professional staff -- Cost Estimator,4,hr,UNIT_RATE,Procedure,Phase 1,"Per Level_of_Effort.csv R-08; estimate prep"
ITM-016,DEL-011-03,Professional staff -- QA/QC Lead,6,hr,UNIT_RATE,Procedure,Phase 4-5 inspections,"Per Level_of_Effort.csv R-06; quality inspections and functional testing oversight"
ITM-017,DEL-011-03,Professional staff -- HSE Manager,4,hr,UNIT_RATE,Procedure,Phase 1 safety coordination,"Per Level_of_Effort.csv R-05; safety program"
ITM-018,DEL-011-03,Construction labour -- Ironworker crew (door frame structural steel / lintels),80,hr,UNIT_RATE,Procedure,Step 2.2 -- structural framing,"Parametric: ~20 hrs per door opening x 4 openings for structural framing/lintel installation"
ITM-019,DEL-011-03,Construction labour -- Carpenter crew (formwork for door frames / sills),40,hr,UNIT_RATE,Procedure,Step 2.2 -- formwork,"Parametric: ~10 hrs per door opening x 4 for sill/jamb formwork"
ITM-020,DEL-011-03,Construction labour -- Concrete finisher crew (floor slope finishing in repair bays),40,hr,UNIT_RATE,Procedure,Step 2.3 -- floor slope,"Parametric: concrete floor slope finishing in 2 repair bay areas"
ITM-021,DEL-011-03,Construction labour -- Labourer (general site support),48,hr,UNIT_RATE,Procedure,All phases,"General labour support for door installation and structural work"
ITM-022,DEL-011-03,Door installation labour -- specialised installer crew,80,hr,UNIT_RATE,Procedure,Steps 3.1-3.4,"Parametric: ~20 hrs per door x 4 doors for track/panel/operator/seal installation"
