LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITM-001,"Openings > Doors, Windows & Glazing",PKG-011,DEL-011-03,Overhead doors -- industrial sectional 24 ft class (supply + install including tracks and hardware),4,EA,19000.00,76000.00,CAD,ALLOWANCE,Building_Envelope_Rates.csv BE-03 RecommendedRate=19000,LOW,24 ft class overhead door supply + install; exact size/spec TBD per IFC; BE-03 rate includes basic tracks/hardware
L-002,ITM-002,"Openings > Doors, Windows & Glazing",PKG-011,DEL-011-03,Overhead door operators -- motorised industrial (supply + install),4,EA,3500.00,14000.00,CAD,PARAMETRIC,Derived: parametric estimate for industrial overhead door operator; voltage/amperage TBD per IFC,MED,"One operator per door; includes motor, control unit, and mounting; excludes electrical circuit (PKG-015)"
L-003,ITM-003,"Openings > Doors, Windows & Glazing",PKG-011,DEL-011-03,Door safety devices -- obstruction sensors and auto-reverse mechanism (supply + install per door),4,EA,750.00,3000.00,CAD,PARAMETRIC,Derived: parametric estimate for industrial door safety device package per door,MED,Photo-eye sensors + auto-reverse per door; per REQ-011-03-015
L-004,ITM-004,"Openings > Doors, Windows & Glazing",PKG-011,DEL-011-03,Door weather seals -- head / jamb / floor seal sets (supply + install per door),4,EA,1200.00,4800.00,CAD,PARAMETRIC,Derived: parametric estimate for weather seal set on 24 ft class industrial door,MED,Head + jamb + floor seals for insulated heated bay in Alberta climate; per REQ-011-03-016
L-005,ITM-005,Concrete > Concrete & Foundations,PKG-011,DEL-011-03,Door frame structural elements -- jambs / sills / headers / lintels (4 openings),4,EA,8500.00,34000.00,CAD,PARAMETRIC,Derived: parametric estimate for structural rough opening framing for 24 ft OH door; consistent with EST_DEL-011-01 L-010 rate,MED,CIP concrete header/lintel + jamb/sill framing per opening; P.Eng. structural design
L-006,ITM-006,Concrete > Concrete & Foundations,PKG-011,DEL-011-03,Floor drainage slope provisions -- repair bay concrete slab slope to sump drain locations,2,EA,2500.00,5000.00,CAD,PARAMETRIC,Derived: parametric estimate for concrete floor slope finishing per repair bay; Structural_Concrete_Rates.csv SC-01 context,MED,Floor slope finishing to sump drain; slope % TBD; sump drain install by DEL-014-04
L-007,ITM-007,Structural Steel & Metals > Structural Steel & Fabrication,PKG-011,DEL-011-03,Exhaust system structural provisions -- blocking / backing / penetration sleeves / mounting provisions,1,LS,4500.00,4500.00,CAD,PARAMETRIC,Derived: parametric estimate for structural provisions for exhaust system in 2-bay repair area,MED,"Blocking, backing, roof penetration sleeves, overhead mounting provisions for exhaust hose drops and fan units"
L-008,ITM-008,Electrical > Power Distribution & Equipment,PKG-011,DEL-011-03,Conduit sleeves for overhead door operator wiring (4 locations),4,EA,250.00,1000.00,CAD,PARAMETRIC,Derived: parametric estimate for conduit stub-in per door location,MED,EMT conduit sleeve placed during structural rough-in; wiring and circuit by PKG-015
L-009,ITM-009,General Conditions > General Requirements & Indirect,PKG-011,DEL-011-03,Door commissioning and functional testing (3 cycles per door x 4 doors),4,EA,500.00,2000.00,CAD,PARAMETRIC,Derived: parametric estimate for commissioning + functional testing per overhead door,MED,Three open/close cycles; safety device test; weather seal verification per door
L-010,ITM-010,General Conditions > General Requirements & Indirect,PKG-011,DEL-011-03,Inspection coordination and documentation,1,LS,3000.00,3000.00,CAD,PARAMETRIC,Derived: parametric estimate for inspection coordination effort; Professional_Staff_Rates.csv context,MED,Structural framing inspection + rough-in inspection + final inspection; County rep coordination
