ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITEM-001,DEL-015-01,Three-phase service entrance — supply and install complete service entrance including weatherhead/underground termination and main disconnecting means,1,LS,LUMP_SUM,Datasheet,Construction — Service entrance,"Voltage and ampacity TBD pending PKG-004; includes conductors, meter base, main disconnect"
ITEM-002,DEL-015-01,Main distribution panel (MDP) — supply and install in electrical room,1,EA,UNIT_RATE,Datasheet,Construction — Main distribution panel (MDP),"Size TBD per IFC design; includes breakers, bus bars, internal wiring per panel schedule"
ITEM-003,DEL-015-01,Service trench — underground conduit from utility POC to building service entrance,15,m,UNIT_RATE,Datasheet,Attributes — Service trench,"Length estimated from conceptual drawing (App B-Elec); exact routing per IFC. Includes conduit, conductors, and backfill"
ITEM-004,DEL-015-01,Grounding electrode system — supply and install complete grounding and bonding system,1,LS,LUMP_SUM,Datasheet,Construction — Grounding and bonding,"Type TBD per IFC design (ground rods, concrete-encased electrodes, or other per CSA C22.1)"
ITEM-005,DEL-015-01,Welding receptacles (50A 240V) — supply and install at welding station area,4,EA,UNIT_RATE,Specification,REQ-015-01-010 — Welding Circuits,"Qty estimated from App B-Elec (multiple 50A 240V circuits at welding station); RFP §3.4 requires multiple plugs"
ITEM-006,DEL-015-01,Utility tie-in coordination — coordinate and execute electrical service connection with utility company,1,LS,LUMP_SUM,Specification,REQ-015-01-007 — Utility Tie-In Coordination,"SOW-0081; includes application fees, coordination effort, scheduling"
ITEM-007,DEL-015-01,Electrical Safety Code permit — obtain and manage permit through inspections,1,LS,LUMP_SUM,Specification,REQ-015-01-006 — Permits and Safety Code Inspections,Includes permit fees and inspection scheduling
ITEM-008,DEL-015-01,Rough-in Safety Code inspection — schedule and attend with County representative,1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.1,"Inspection coordination; County representative must be present per RFP §3.3.2"
ITEM-009,DEL-015-01,Final Safety Code inspection — schedule and attend with County representative,1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.5,"Final inspection coordination; copies of reports to County"
ITEM-010,DEL-015-01,Commissioning and live testing — energize service and verify MDP operation,1,LS,LUMP_SUM,Procedure,Phase 3 — Step 3.4 and Phase 4,"Includes voltage verification, phase rotation check, ground resistance testing"
ITEM-011,DEL-015-01,As-built markup drawings — prepare deviations from IFC,1,LS,LUMP_SUM,Procedure,Phase 4 — Step 4.4,"Standard practice; contractual obligation TBD per CCDC 14-2013"
ITEM-012,DEL-015-01,Conformance Closure Checklist — prepare and submit attestation,1,LS,LUMP_SUM,Specification,REQ-015-01-014 — Conformance Closure,Attestation that all REQ items satisfied; submitted prior to CCC
ITEM-013,DEL-015-01,Project management — PM oversight for DEL-015-01,6,hr,UNIT_RATE,Procedure,All phases,"Level_of_Effort.csv R-01; coordination, client interface"
ITEM-014,DEL-015-01,Construction project management — CPM oversight for DEL-015-01,8,hr,UNIT_RATE,Procedure,All phases,"Level_of_Effort.csv R-02; construction management, site coordination"
ITEM-015,DEL-015-01,Site superintendent — field leadership for DEL-015-01,10,hr,UNIT_RATE,Procedure,All phases,"Level_of_Effort.csv R-03; schedule + safety coordination"
ITEM-016,DEL-015-01,Cost estimator — estimate prep for DEL-015-01,4,hr,UNIT_RATE,Procedure,All phases,Level_of_Effort.csv R-08
ITEM-017,DEL-015-01,QA/QC lead — quality oversight for DEL-015-01,6,hr,UNIT_RATE,Procedure,All phases,"Level_of_Effort.csv R-06; inspections, deficiency tracking"
ITEM-018,DEL-015-01,HSE manager — safety oversight for DEL-015-01,4,hr,UNIT_RATE,Procedure,All phases,Level_of_Effort.csv R-05; prime contractor safety program
ITEM-019,DEL-015-01,Electrician labour — service entrance and MDP installation,80,hr,UNIT_RATE,Procedure,Phase 2 — Steps 2.1 through 2.5,"Parametric estimate: 2 electricians x 5 days (40 hr each) for service entrance, MDP, grounding, conductor pulling"
ITEM-020,DEL-015-01,Labourer — trenching and general support,24,hr,UNIT_RATE,Procedure,Phase 2 — Steps 2.1 and 2.4,"Parametric estimate: trenching support, material handling, backfill"
ITEM-021,DEL-015-01,Equipment operator — trenching for service conduit,8,hr,UNIT_RATE,Procedure,Phase 2 — Step 2.1,Parametric estimate: 1 day excavation for service trench
