LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,ITEM-001,Professional Services > Project Management,PKG-001,DEL-001-11,Project management — specification coordination and oversight,6,hr,165,990,CAD,PARAMETRIC,PS-LOE (DEL-001-11 R-01 6h) + PS-STAFF (R-01 $165/hr),MED,PM hours across specification procedure steps 1-7
DL-002,ITEM-002,Professional Services > Project Management,PKG-001,DEL-001-11,Cost estimating support — specification scope quantity takeoff,4,hr,135,540,CAD,PARAMETRIC,PS-LOE (DEL-001-11 R-08 4h) + PS-STAFF (R-08 $135/hr),MED,Estimating support for specification scope definition
DL-003,ITEM-003,Professional Services > Design & Engineering,PKG-001,DEL-001-11,Senior Architect — specification authoring and code review,27,hr,180,4860,CAD,PARAMETRIC,PS-LOE (DEL-001-11 R-11 27h) + PS-STAFF (R-11 $180/hr),MED,Lead architect: spec authoring (ARCH-001 to ARCH-052); code compliance (ABC); occupancy classification; accessibility review
DL-004,ITEM-004,Professional Services > Design & Engineering,PKG-001,DEL-001-11,Architect — specification production and inter-discipline coordination,21,hr,135,2835,CAD,PARAMETRIC,PS-LOE (DEL-001-11 R-12 21h) + PS-STAFF (R-12 $135/hr),MED,Production architect: spec sections Div 01-11; inter-discipline coordination with structural/mechanical/electrical/plumbing
DL-005,ITEM-005,Professional Services > Design & Engineering,PKG-001,DEL-001-11,BIM Technician — specification graphics and document formatting,12,hr,95,1140,CAD,PARAMETRIC,PS-LOE (DEL-001-11 R-13 12h) + PS-STAFF (R-13 $95/hr),MED,BIM model extracts for specification figures; document formatting
DL-006,ITEM-006,Professional Services > Specialty Consulting,PKG-001,DEL-001-11,Existing conditions survey — Old North Shop (SOW-0070 through SOW-0074),16,hr,140,2240,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-21 + Level_of_Effort.csv DEL-001-11/R-21,MED,R-21 Surveyor 16 hrs (field 8 + data processing 8) from LOE; $140/hr from rate table
DL-007,ITEM-007,Professional Services > Design & Engineering,PKG-001,DEL-001-11,Alberta Building Code compliance review — occupancy classification and code research,1,LS,0,0,CAD,PARAMETRIC,PS-LOE (embedded in R-11 Senior Architect hours),MED,Effort included in DL-003 Senior Architect hours; no incremental cost
DL-008,ITEM-008,Professional Services > Design & Engineering,PKG-001,DEL-001-11,Inter-discipline coordination review — structural/mechanical/electrical/plumbing,1,LS,0,0,CAD,PARAMETRIC,PS-LOE (embedded in R-12 Architect hours),MED,Effort included in DL-004 Architect hours; no incremental cost
DL-009,ITEM-009,Professional Services > Project Management,PKG-001,DEL-001-11,County preliminary design approval coordination,1,LS,0,0,CAD,PARAMETRIC,PS-LOE (embedded in R-01 PM hours),MED,Effort included in DL-001 PM hours; no incremental cost
DL-010,ITEM-010,Professional Services > Specialty Consulting,PKG-001,DEL-001-11,P.Eng. stamp and AAAL review — IFC issuance,1,LS,2500,2500,CAD,PARAMETRIC,Fees_Permits_Insurance.csv FP-11,LOW,P.Eng. stamp and AAAL review fee per issuance cycle
DL-011,ITEM-011,"Permits, Fees & Insurance > Permits, Fees & Bonding",PKG-001,DEL-001-11,Building permit application — Camrose County,1,LS,10000,10000,CAD,PARAMETRIC,Fees_Permits_Insurance.csv FP-12,LOW,Building permit — Camrose County (13000 sqft commercial); payment responsibility per OI-003
