LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITM-001,Equipment > Process & Facility Equipment,PKG-013,DEL-013-01,High-recovery heating unit — supply and delivery (gas-fired assumed),2,EA,6500,13000,CAD,ALLOWANCE,Mechanical_System_Rates.csv MS-01 (RecommendedRate 6500/ea),LOW,Qty 2 assumed for 13000 sqft high-bay; equipment type TBD per DEL-003-07
L-002,ITM-002,Materials > General Materials & Supplies,PKG-013,DEL-013-01,Ductwork — supply and return distribution installed,1208,m2,60,72480,CAD,PARAMETRIC,Mechanical_System_Rates.csv MS-06 (RecommendedRate 60/m2),MEDIUM,Normalized per floor area; actual routing TBD per DEL-003-03
L-003,ITM-003,Materials > General Materials & Supplies,PKG-013,DEL-013-01,Heat recovery connections — ductwork tie-ins to air exchanger,1,LS,4500,4500,CAD,PARAMETRIC,Assumptions_Log.md ASM-003; derived from MS-06 scope,LOW,Allowance for heat recovery loop connections; scope depends on equipment type
L-004,ITM-004,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Gas line connection — certified gas fitter,1,LS,3500,3500,CAD,PARAMETRIC,Assumptions_Log.md ASM-004; Construction_Labour_Rates.csv T-05 (92.80/hr x ~38 hr),LOW,Conditional on gas-fired; gas fitter ~38 hrs including leak test
L-005,ITM-005,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Electrical connection — power supply hook-up coordination,1,LS,1500,1500,CAD,PARAMETRIC,Assumptions_Log.md ASM-005; Construction_Labour_Rates.csv T-04 (96.00/hr x ~16 hr),MEDIUM,Circuit termination and coordination with PKG-015
L-006,ITM-006,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Controls and BMS integration — thermostats sensors controllers wiring,1,LS,6000,6000,CAD,PARAMETRIC,Assumptions_Log.md ASM-006; Professional_Staff_Rates.csv R-24 (155/hr x ~24 hr) + materials,LOW,BMS protocol TBD; includes controls specialist + materials allowance
L-007,ITM-007,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Equipment positioning and securing in utility room,1,LS,3000,3000,CAD,PARAMETRIC,Assumptions_Log.md ASM-007; Construction_Labour_Rates.csv T-06 + T-08,MEDIUM,Rigging crew ~2 workers x 16 hrs + materials
L-008,ITM-008,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Pre-commissioning inspection,1,LS,1200,1200,CAD,PARAMETRIC,Assumptions_Log.md ASM-008; Professional_Staff_Rates.csv R-06 (135/hr x ~4 hr) + R-03 (145/hr x ~4 hr),MEDIUM,QA/QC lead + superintendent walkthrough
L-009,ITM-009,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Safety Code inspection coordination,1,LS,500,500,CAD,PARAMETRIC,Assumptions_Log.md ASM-009,MEDIUM,Proponent scheduling effort only; permit fees excluded (paid by Owner per R-01 3.3.1)
L-010,ITM-010,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Initial start-up and functional testing,1,LS,2400,2400,CAD,PARAMETRIC,Assumptions_Log.md ASM-010; Professional_Staff_Rates.csv R-23 (160/hr x ~8 hr) + R-24 (155/hr x ~8 hr),MEDIUM,Commissioning agent + controls specialist for start-up day
L-011,ITM-011,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Integrated HVAC system test (with DEL-013-02 through 06),1,LS,3200,3200,CAD,PARAMETRIC,Assumptions_Log.md ASM-011; Professional_Staff_Rates.csv R-23 (160/hr x ~16 hr) + trade support,MEDIUM,Multi-system test; shared cost across PKG-013 deliverables; allocation TBD
L-012,ITM-012,"Commissioning & Testing > Commissioning, Testing & Inspection",PKG-013,DEL-013-01,Performance verification testing,1,LS,1600,1600,CAD,PARAMETRIC,Assumptions_Log.md ASM-012; Professional_Staff_Rates.csv R-23 (160/hr x ~8 hr) + instruments,MEDIUM,Data collection and recording per Step 4.5
L-013,ITM-013,Professional Services > Project Management,PKG-013,DEL-013-01,Commissioning report preparation,1,LS,1200,1200,CAD,PARAMETRIC,Assumptions_Log.md ASM-013; Professional_Staff_Rates.csv R-09 (75/hr x ~8 hr) + R-06 (135/hr x ~4 hr),MEDIUM,Document controller + QA/QC lead review
L-014,ITM-014,Professional Services > Project Management,PKG-013,DEL-013-01,As-built mark-ups and drawing submission,1,LS,750,750,CAD,PARAMETRIC,Assumptions_Log.md ASM-014; Professional_Staff_Rates.csv R-13 (95/hr x ~8 hr),MEDIUM,BIM technician time for as-built mark-ups
L-015,ITM-015,Professional Services > Project Management,PKG-013,DEL-013-01,O&M manuals and warranty documentation,1,LS,500,500,CAD,PARAMETRIC,Assumptions_Log.md ASM-015; Professional_Staff_Rates.csv R-09 (75/hr x ~6 hr),MEDIUM,Document controller compilation
L-016,ITM-016,Professional Services > Project Management,PKG-013,DEL-013-01,Equipment submittal preparation and review coordination,1,LS,800,800,CAD,PARAMETRIC,Assumptions_Log.md ASM-016; Professional_Staff_Rates.csv R-15 (165/hr x ~4 hr) + admin,MEDIUM,Mechanical engineer review + admin support
L-017,ITM-017,Professional Services > Project Management,PKG-013,DEL-013-01,Ductwork routing coordination — design review,1,LS,1000,1000,CAD,PARAMETRIC,Assumptions_Log.md ASM-017; multi-discipline coordination meeting allowance,MEDIUM,Coordination meeting + documentation
L-018,ITM-018,Professional Services > Project Management,PKG-013,DEL-013-01,Project management — DEL-013-01 scope,6,hr,165,990,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-01; Professional_Staff_Rates.csv R-01 (165/hr),MEDIUM,Per LOE allocation
L-019,ITM-019,Professional Services > Project Management,PKG-013,DEL-013-01,Construction project management — DEL-013-01 scope,8,hr,155,1240,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-02; Professional_Staff_Rates.csv R-02 (155/hr),MEDIUM,Per LOE allocation
L-020,ITM-020,Professional Services > Project Management,PKG-013,DEL-013-01,Site superintendent — DEL-013-01 scope,10,hr,145,1450,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-03; Professional_Staff_Rates.csv R-03 (145/hr),MEDIUM,Per LOE allocation
L-021,ITM-021,Professional Services > Project Management,PKG-013,DEL-013-01,Cost estimator — DEL-013-01 scope,4,hr,135,540,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-08; Professional_Staff_Rates.csv R-08 (135/hr),MEDIUM,Per LOE allocation
L-022,ITM-022,Professional Services > Project Management,PKG-013,DEL-013-01,QA/QC lead — DEL-013-01 scope,6,hr,135,810,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-06; Professional_Staff_Rates.csv R-06 (135/hr),MEDIUM,Per LOE allocation
L-023,ITM-023,Professional Services > Project Management,PKG-013,DEL-013-01,HSE manager — DEL-013-01 scope,4,hr,140,560,CAD,PARAMETRIC,Level_of_Effort.csv DEL-013-01 R-05; Professional_Staff_Rates.csv R-05 (140/hr),MEDIUM,Per LOE allocation
L-024,ITM-024,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,HVAC sheet metal worker — installation labour,80,hr,91.2,7296,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-06 (FullyBurdenedRate 91.20/hr),MEDIUM,~2 workers x 5 days for equipment install + ductwork connections
L-025,ITM-025,Construction Labour > General Construction Labour,PKG-013,DEL-013-01,Labourer — installation support,40,hr,65.1,2604,CAD,PARAMETRIC,Construction_Labour_Rates.csv T-08 (FullyBurdenedRate 65.10/hr),MEDIUM,Helper labour for rigging and material handling
L-026,ITM-026,General Conditions > General Requirements & Indirect,PKG-013,DEL-013-01,Deficiency rectification allowance,1,LS,2500,2500,CAD,ALLOWANCE,Assumptions_Log.md ASM-018,LOW,Post-commissioning deficiency work; ~2% of installation value
