LineID,ItemID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,ITEM-001,Professional Services > Design & Engineering,PKG-001,DEL-001-05,Senior Architect — interior elevation design leadership and code review,54,hr,180,9720,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-11 + Level_of_Effort.csv DEL-001-05/R-11,MED,54 hrs x $180/hr; LOE from Level_of_Effort.csv; rate from Professional_Staff_Rates.csv
L-002,ITEM-002,Professional Services > Design & Engineering,PKG-001,DEL-001-05,Architect — production drafting of interior elevation drawing sheets,42,hr,135,5670,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-12 + Level_of_Effort.csv DEL-001-05/R-12,MED,42 hrs x $135/hr; LOE from Level_of_Effort.csv; rate from Professional_Staff_Rates.csv
L-003,ITEM-003,Professional Services > Design & Engineering,PKG-001,DEL-001-05,BIM Technician — CAD/BIM modeling and sheet setup for interior elevations,24,hr,95,2280,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-13 + Level_of_Effort.csv DEL-001-05/R-13,MED,24 hrs x $95/hr; LOE from Level_of_Effort.csv; rate from Professional_Staff_Rates.csv
L-004,ITEM-004,Professional Services > Project Management,PKG-001,DEL-001-05,Project Manager — coordination and oversight for interior elevations deliverable,6,hr,165,990,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-01 + Level_of_Effort.csv DEL-001-05/R-01,MED,6 hrs x $165/hr; LOE from Level_of_Effort.csv; rate from Professional_Staff_Rates.csv
L-005,ITEM-005,Professional Services > Project Management,PKG-001,DEL-001-05,Cost Estimator — quantity takeoff support for interior elevations,4,hr,135,540,CAD,PARAMETRIC,Professional_Staff_Rates.csv R-08 + Level_of_Effort.csv DEL-001-05/R-08,MED,4 hrs x $135/hr; LOE from Level_of_Effort.csv; rate from Professional_Staff_Rates.csv
L-006,ITEM-006,Professional Services > Design & Engineering,PKG-001,DEL-001-05,Discipline coordination meetings — structural/mechanical/electrical/plumbing/civil,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-001-05 (all roles),MED,Effort embedded in role line items L-001 through L-005; tracked as $0 to avoid double-count; coordination is a scope element not a separate cost
L-007,ITEM-007,Professional Services > Project Management,PKG-001,DEL-001-05,County preliminary design approval gate — administrative effort,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-001-05/R-01 (PM hours),MED,Effort embedded in PM line item L-004; tracked as $0 to avoid double-count
L-008,ITEM-008,Professional Services > Design & Engineering,PKG-001,DEL-001-05,IFC stamping and issuance — P.Eng./Architect stamp and distribution,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-001-05/R-11 (Sr Architect hours),MED,Effort embedded in Senior Architect line item L-001; tracked as $0 to avoid double-count
L-009,ITEM-009,Professional Services > Design & Engineering,PKG-001,DEL-001-05,Drawing QA review — IFC readiness checklist completion,1,LS,0,0,CAD,PARAMETRIC,Level_of_Effort.csv DEL-001-05/R-11 + R-12,MED,Effort embedded in role line items L-001 and L-002; tracked as $0 to avoid double-count
L-010,ITEM-010,Professional Services > Design & Engineering,PKG-001,DEL-001-05,Post-IFC revision allowance — field condition revisions and as-built reconciliation,1,LS,0,0,CAD,PARAMETRIC,Assumptions_Log.md ASM-004,LOW,No pricing basis available for post-IFC revisions; set to $0 pending scope definition during construction; flagged in QA
