RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-007-01-001,PKG-007,DEL-007-01,Preliminary Landscape Design,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-0010g,SOW-0010g,Decomposition §8 Scope Ledger,DEL-007-01 implements scope item SOW-0010g (Deliver preliminary landscape design for County approval),Datasheet.md,Datasheet > Identification > SOW Reference,"SOW Reference: SOW-0010g (R-01, §3.3.2; Decomposition D-005)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Parent anchor to SSOW scope item. Confirmed in decomposition scope ledger (SOW-0010g -> PKG-007 -> DEL-007-01).,,
v3.1,DEP-007-01-002,PKG-007,DEL-007-01,Preliminary Landscape Design,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,OBJ-001,Decomposition §5,DEL-007-01 traces to OBJ-001: Deliver a code-compliant fully functional maintenance shop addition,Datasheet.md,Datasheet > Attributes > Supported Objectives,"Supported Objectives: OBJ-001 (code-compliant facility), OBJ-003",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Objective trace confirmed in decomposition §7 PKG-007 deliverable table (Supports OBJ: OBJ-001).,,
v3.1,DEP-007-01-003,PKG-007,DEL-007-01,Preliminary Landscape Design,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-003,OBJ-003,Decomposition §5,DEL-007-01 traces to OBJ-003: Produce complete P.Eng.-stamped IFC design documentation; preliminary design is a precursor gate,Datasheet.md,Datasheet > Attributes > Supported Objectives,"Supported Objectives: OBJ-001 (code-compliant facility), OBJ-003",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Objective trace confirmed in decomposition §7 PKG-007 deliverable table (Supports OBJ: OBJ-003). REQ-007-01-007 explicitly states this trace.,,
v3.1,DEP-007-01-004,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-01,,Geotechnical Investigation & Report,Decomposition §7 PKG-008,DEL-007-01 requires geotechnical investigation data (soil conditions and bearing capacity) from DEL-008-01 as a design input; may not be available at preliminary stage,Datasheet.md,Datasheet > Pending Data Input Dependencies,"Geotechnical investigation data: DEL-008-01; TBD - may not be available at preliminary stage",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,"FACT. Explicitly stated prerequisite in Datasheet and Procedure Prerequisites. Noted as best-effort at preliminary stage; required before final design. Data gaps DG-001, DG-005.",BLOCKING,TASK_ESTIMATING
v3.1,DEP-007-01-005,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-02,,Preliminary Site Survey,Decomposition §7 PKG-008,DEL-007-01 requires preliminary site survey data (topographic context and grading interface) from DEL-008-02 as a design input; may not be available at preliminary stage,Datasheet.md,Datasheet > Pending Data Input Dependencies,"Preliminary site survey data: DEL-008-02; TBD - may not be available at preliminary stage",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly stated prerequisite in Datasheet and Procedure Prerequisites. Required before final design. Data gap DG-006.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-007-01-006,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-005,DEL-005-01,,Preliminary Civil Design,Decomposition §7 PKG-005,DEL-007-01 requires coordination with PKG-005 Civil Design on grading interface and drainage strategy; Procedure Step 2 requires establishing design interface with civil before developing landscape concept,Procedure.md,Procedure > Step 2 — Establish Design Interface with PKG-005 Civil Design,"Contact the PKG-005 Civil Engineer to obtain: Preliminary site grading intent and slope targets",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,"FACT. Explicit interface requirement. Specification REQ-007-01-005 requires documenting the interface boundary. Procedure Step 2 prescribes obtaining grading intent, drainage strategy, driving surface layout from PKG-005.",BLOCKING,TASK_ESTIMATING
v3.1,DEP-007-01-007,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-001,DEL-001-01,,Preliminary Architectural Design,Decomposition §7 PKG-001,DEL-007-01 cross-deliverable alignment check with DEL-001-01 at interface points per Procedure Step 4.3,Procedure.md,Procedure > Step 4 — Internal Review and Coordination > 4.3,"Confirm preliminary design is consistent with other preliminary design deliverables (e.g. DEL-001-01)",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure Step 4.3 explicitly names DEL-001-01 as a cross-check target for interface consistency.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-007-01-008,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,R-01,_Sources/,DEL-007-01 requires review of RFP document R-01 (sections 1.0 3.1 3.3.2 3.4) as a primary input for landscape design requirements,Procedure.md,Procedure > Prerequisites,"RFP documents reviewed: Landscape Architect has reviewed R-01 (RFP §1.0, §3.1, §3.3.2, §3.4)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly listed as a prerequisite in Procedure. Referenced throughout all four source documents as primary authority.,INFO,TASK_ESTIMATING
v3.1,DEP-007-01-009,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,R-07,_Sources/,DEL-007-01 requires review of Appendix C Site Maps (R-07) for site location and expansion area context,Procedure.md,Procedure > Prerequisites,"RFP documents reviewed: ... and Appendix C (Site Maps)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicitly listed alongside R-01 in Procedure Prerequisites. Datasheet references R-07 for site area delineation.,INFO,TASK_ESTIMATING
v3.1,DEP-007-01-010,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,EXTERNAL,,,,Camrose County Approval,,"County must approve preliminary design prior to proceeding to final IFC drawings; this is a mandatory contractual gate condition",Specification.md,Specification > Requirements > REQ-007-01-001,"Preliminary Landscape Design shall be delivered to the Camrose County project team for review and approval",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit contractual gate per R-01 §3.3.2 (SOW-0010g). REQ-007-01-001 is highest priority requirement. Blocks all downstream DEL-007-0x deliverables.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-007-01-011,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,EXTERNAL,,,,Mandatory Site Meeting (2026-03-03),,"Proponents must attend the mandatory site meeting scheduled for March 3 2026 per R-01 §3.2; site visit provides direct observation of expansion area",Procedure.md,Procedure > Prerequisites > Site visit / site meeting completed,"Mandatory site meeting was scheduled for March 3, 2026 (R-01, §3.2). Proponents must attend.",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite in Procedure. R-01 §3.2 states attendance is mandatory to avoid disqualification.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-007-01-012,PKG-007,DEL-007-01,Preliminary Landscape Design,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-007,DEL-007-02,,Landscape Site Plans,Decomposition §7 PKG-007,DEL-007-01 approval is the gate condition for commencing DEL-007-02 (Landscape Site Plans); approved preliminary design provides the framework for final landscape drawings,Guidance.md,Guidance > Purpose,"This approval is a gate before the Landscape Architect proceeds to final design documents (DEL-007-02, DEL-007-03, DEL-007-04).",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit gate relationship stated in Guidance Purpose and Procedure Purpose. Datasheet Attributes lists DEL-007-02 as a downstream deliverable.,BLOCKING,TASK_ESTIMATING
