"RegisterSchemaVersion","DependencyID","FromPackageID","FromDeliverableID","FromDeliverableName","DependencyClass","AnchorType","Direction","DependencyType","TargetType","TargetPackageID","TargetDeliverableID","TargetRefID","TargetName","TargetLocation","Statement","EvidenceFile","SourceRef","EvidenceQuote","Explicitness","RequiredMaturity","ProposedMaturity","SatisfactionStatus","Confidence","Origin","FirstSeen","LastSeen","Status","Notes"
"v3.1","DEP-09-01-001","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","ANCHOR","IMPLEMENTS_NODE","UPSTREAM","OTHER","WBS_NODE","PKG-09","","PKG-09","Due Diligence & Risk Register","/Users/ryan/ai-env/projects/chirality-app-test/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-09-01 implements the PKG-09 Due Diligence & Risk Register work package node as defined in the project decomposition.","Datasheet.md","Datasheet.md > Identification > Package","Package: PKG-09 Due Diligence & Risk Register","EXPLICIT","FINAL","FINAL","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Parent anchor confirmed by explicit package assignment in Datasheet.md Identification table and decomposition §7 PKG-09."
"v3.1","DEP-09-01-002","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","OBJ-008","Manage risk & unknowns transparently","/Users/ryan/ai-env/projects/chirality-app-test/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-09-01 traces to OBJ-008 (Manage risk & unknowns transparently) as its primary objective.","_CONTEXT.md","_CONTEXT.md > Scope Traceability > Objectives","Objectives: OBJ-008","EXPLICIT","FINAL","FINAL","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Objective traceability explicitly stated in _CONTEXT.md Scope Traceability and confirmed in Datasheet.md Attributes table and Specification.md CR-01."
"v3.1","DEP-09-01-003","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","SOW-026","Produce risk management plan (top risks + mitigation) grounded in RFP/site realities","/Users/ryan/ai-env/projects/chirality-app-test/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-09-01 fulfills SOW-026: Produce risk management plan (top risks + mitigation) grounded in RFP/site realities.","_CONTEXT.md","_CONTEXT.md > Scope Traceability > Scope items","Scope items: SOW-026, SOW-027","EXPLICIT","FINAL","FINAL","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: SOW-026 explicitly mapped to DEL-09-01 in _CONTEXT.md Scope Traceability and confirmed in decomposition §10 Scope Ledger and Specification.md CR-02."
"v3.1","DEP-09-01-004","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","ANCHOR","TRACES_TO_REQUIREMENT","UPSTREAM","OTHER","REQUIREMENT","","","SOW-027","Produce quality management plan (design QC, construction QC, commissioning QC, documentation QC)","/Users/ryan/ai-env/projects/chirality-app-test/test/execution-6c/_Decomposition/Penhold_PSB_Project_Decomposition_Final_AddendumIntegrated_v1.md","DEL-09-01 fulfills SOW-027: Produce quality management plan covering design QC, construction QC, commissioning QC, and documentation QC.","_CONTEXT.md","_CONTEXT.md > Scope Traceability > Scope items","Scope items: SOW-026, SOW-027","EXPLICIT","FINAL","FINAL","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: SOW-027 explicitly mapped to DEL-09-01 in _CONTEXT.md Scope Traceability and confirmed in decomposition §10 Scope Ledger and Specification.md CR-03."
"v3.1","DEP-09-01-005","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","RFP-2024-004","RFP: AB-2024-07156-Penhold Public Services Building RFP_2024_004.pdf","_Sources/AB-2024-07156-Penhold Public Services Building RFP_2024_004.pdf","All reference materials listed in _REFERENCES.md must be accessible before beginning risk identification; RFP provides risk themes and QC/inspection requirements (Section 10.2.2) required as inputs.","Procedure.md","Procedure.md > Prerequisites > Reference Materials Required","All materials listed in _REFERENCES.md must be accessible before beginning risk identification","EXPLICIT","APPROVED","APPROVED","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites section explicitly states all reference materials including RFP must be accessible before work begins. _REFERENCES.md confirms RFP relevance for risk themes and §10.2.2 QC/inspections."
"v3.1","DEP-09-01-006","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","ADDENDUM-03","Addendum 03: AB-2024-07156-Penhold_Public Services Building Addendum03.pdf","_Sources/AB-2024-07156-Penhold_Public Services Building Addendum03.pdf","Addendum 03 provides key risk inputs required before risk identification: 12-acre developable area constraint, removed pickled sand building, technical clarifications, survey file timing, and site servicing allowance approach.","Procedure.md","Procedure.md > Prerequisites > Reference Materials Required","Addenda 01-03 (scope changes, clarifications, constraint updates)","EXPLICIT","APPROVED","APPROVED","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites explicitly lists Addenda 01-03 as required reference materials. _REFERENCES.md confirms Addendum 03 relevance for 12-acre constraint, survey files, and site servicing allowance."
"v3.1","DEP-09-01-007","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","GEOTECH-RPT","Geotechnical Investigation Report: AB-2024-07156-Penhold PSB_Geotechnical Investigation Report.pdf","_Sources/AB-2024-07156-Penhold PSB_Geotechnical Investigation Report.pdf","Geotechnical Investigation Report provides required input for foundation and soil condition risks; risk identification cannot proceed without it.","Procedure.md","Procedure.md > Prerequisites > Reference Materials Required","Geotechnical Investigation Report (foundation risks, soil conditions)","EXPLICIT","APPROVED","APPROVED","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites section explicitly lists Geotechnical Investigation Report as required. _REFERENCES.md confirms relevance for geotechnical risks."
"v3.1","DEP-09-01-008","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","WETLAND-RPT","Wetland Assessment: AB-2024-07156-Penhold PSB_Wetland Assessment.pdf","_Sources/AB-2024-07156-Penhold PSB_Wetland Assessment.pdf","Wetland Assessment provides required input for environmental and setback risks; must be accessible before risk identification.","Procedure.md","Procedure.md > Prerequisites > Reference Materials Required","Wetland Assessment (environmental risks, setback requirements)","EXPLICIT","APPROVED","APPROVED","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites section explicitly lists Wetland Assessment as required."
"v3.1","DEP-09-01-009","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","ENVIRO-RPT","Desktop Environmental Assessment: AB-2024-07156-Penhold PSB_Desktop_Field_Enviro_Assessment_2021 ghost Pine.pdf","_Sources/AB-2024-07156-Penhold PSB_Desktop_Field_Enviro_Assessment_2021 ghost Pine.pdf","Environmental Assessment provides required input for contamination and remediation risks; must be accessible before risk identification.","Procedure.md","Procedure.md > Prerequisites > Reference Materials Required","Environmental Assessment (contamination risks, remediation)","EXPLICIT","APPROVED","APPROVED","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites section explicitly lists Environmental Assessment as required."
"v3.1","DEP-09-01-010","PKG-09","DEL-09-01","RiskRegisterAndMitigationPlan","EXECUTION","NOT_APPLICABLE","UPSTREAM","PREREQUISITE","DOCUMENT","","","FLOOD-RPT","Flood Zone Mapping: AB-2024-07156-Penhold PSB_parcel flood zone.pdf","_Sources/AB-2024-07156-Penhold PSB_parcel  flood zone.pdf","Flood zone mapping provides required input for flood risk and developable area constraint; must be accessible before risk identification.","Procedure.md","Procedure.md > Prerequisites > Reference Materials Required","Flood Zone Mapping (flood risks, developable area constraints)","EXPLICIT","APPROVED","APPROVED","TBD","HIGH","EXTRACTED","2026-02-18","2026-02-18","ACTIVE","FACT: Procedure.md Prerequisites section explicitly lists Flood Zone Mapping as required."
