RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-011-07-001,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0032,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-011-07 implements SOW-0032: Construct mezzanine storage above parts room utility room and wash bay; no perimeter walls — standard steel safety railing with 10-foot sliding gate for forklift access (Add. 4 Q6),Datasheet.md,Datasheet.md > Construction > Scope Items Covered,"SOW-0032 (mezzanine storage structure)",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. SCA-001: Corrected anchor from PKG-011 to SOW-0032 (primary scope item). SOW-0032 updated per Add. 4 Q6 — no walls; steel railing; 10-foot forklift gate.,,
v3.1,DEP-011-07-002,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0032,Construct mezzanine storage — no perimeter walls; standard steel safety railing with 10-foot sliding gate for forklift access (Add. 4 Q6),_Decomposition/WDMLRL_Decomposition_Claude.md > SSOW > 3.D,DEL-011-07 traces to SOW-0032 (mezzanine storage construction with steel railing and forklift gate per Add. 4 Q6),Datasheet.md,Datasheet.md > Construction > Scope Items Covered,"SOW-0032 (mezzanine storage structure)",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT. SCA-001: SOW-0032 updated per Add. 4 Q6 — no walls; steel safety railing; 10-foot forklift gate.,,
v3.1,DEP-011-07-003,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0033,Mezzanine structure to be load-bearing for heavy items,_Decomposition/WDMLRL_Decomposition_Claude.md > SSOW > 3.D,DEL-011-07 traces to SOW-0033 (load-bearing capability),Datasheet.md,Datasheet.md > Construction > Scope Items Covered,"SOW-0033 (load-bearing capability)",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Confirmed in decomposition scope ledger and Datasheet.,TBD,TBD
v3.1,DEP-011-07-004,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-0034,Construct stairs to mezzanine,_Decomposition/WDMLRL_Decomposition_Claude.md > SSOW > 3.D,DEL-011-07 traces to SOW-0034 (stairs to mezzanine),Datasheet.md,Datasheet.md > Construction > Scope Items Covered,"SOW-0034 (stairs to mezzanine)",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Confirmed in decomposition scope ledger and Datasheet.,TBD,TBD
v3.1,DEP-011-07-005,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,WBS_NODE,,,OBJ-001,Deliver code-compliant fully functional maintenance shop addition,_Decomposition/WDMLRL_Decomposition_Claude.md > Objectives,DEL-011-07 supports OBJ-001 (functional maintenance shop addition),Guidance.md,Guidance.md > Purpose,"Supports OBJ-001: Deliver a code-compliant fully functional maintenance shop addition",EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: OBJ-001 linkage stated in Guidance Purpose and confirmed in decomposition.,TBD,TBD
v3.1,DEP-011-07-006,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-011,DEL-011-01,,Concrete Superstructure,,Superstructure must be structurally complete and cured before mezzanine framing loads can be applied,Procedure.md,Procedure.md > Prerequisites > Upstream Construction Dependencies,"DEL-011-01 Superstructure -- Main concrete superstructure must be structurally complete and cured",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as prerequisite in Procedure and Guidance Principle 2.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-007,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-011,DEL-011-02,,Steel Plate Floor Embedments,,Steel embedments for mezzanine attachment points must be installed and verified prior to mezzanine framing,Procedure.md,Procedure.md > Prerequisites > Upstream Construction Dependencies,"DEL-011-02 Steel Embedments -- must be installed per IFC drawings",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as prerequisite in Procedure and Guidance Principle 2.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-008,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-05,,Mezzanine Framing Details (IFC Drawings),,P.Eng.-stamped IFC structural drawings for mezzanine framing must be on site and approved before construction,Procedure.md,Procedure.md > Prerequisites > Design Documents,"DEL-002-05 Mezzanine Framing Details -- P.Eng.-stamped IFC structural drawings must be on site",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as prerequisite in Procedure and Specification R-05.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-009,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-09,,Stair Details (IFC Drawings),,P.Eng.-stamped IFC structural drawings for stairs must be on site and approved before construction,Procedure.md,Procedure.md > Prerequisites > Design Documents,"DEL-002-09 Stair Details -- P.Eng.-stamped IFC structural drawings must be on site",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as prerequisite in Procedure and Specification R-05.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-010,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-002,DEL-002-10,,Structural Calculation Package,,Structural calculation package available for reference if required by Safety Codes Officer,Procedure.md,Procedure.md > Prerequisites > Design Documents,"DEL-002-10 available for reference if required by Safety Codes Officer",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Stated as conditionally required reference in Procedure prerequisites.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-07-011,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-12,,Structural Specification,,Structural specification required for framing tolerances and concrete cure criteria,Procedure.md,Procedure.md > Prerequisites > Design Documents,"DEL-002-12 Structural Specification -- Required for framing tolerances and concrete cure criteria",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as prerequisite in Procedure for Steps 3 and 4.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-012,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-009,DEL-009-02,,Building Permit,,Building permit must be obtained before construction commences,Procedure.md,Procedure.md > Prerequisites > Permits and Approvals,"Building permit obtained (DEL-009-02)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as permit prerequisite in Procedure.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-013,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-009,DEL-009-03,,Safety Code Permits,,Applicable Safety Code permits must be obtained before construction commences,Procedure.md,Procedure.md > Prerequisites > Permits and Approvals,"Applicable Safety Code permits obtained (DEL-009-03)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Explicitly stated as permit prerequisite in Procedure.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-014,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-019,DEL-019-04,,Construction Quality Control Plan,,Deficiency register format should align with QC Plan; reference document for quality control procedures,Procedure.md,Procedure.md > Prerequisites > Reference Documents,"Project Quality Control Plan (DEL-019-04)",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: Referenced as prerequisite reference document and deficiency register format alignment source.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-07-015,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,PACKAGE,PKG-012,,,PKG-012 Interior Construction & Fit-Out,,Mezzanine structural deck handoff to PKG-012 for flooring finishes and interior fit-out,Procedure.md,Procedure.md > Step 8 > Final Self-Inspection and Handoff Readiness,"Notify PKG-012 team that structural mezzanine is ready for downstream fit-out activities",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,"FACT: Explicitly stated downstream handoff in Procedure Step 8, Specification Scope, and _DEPENDENCIES.md declarations. Scope boundary TBD per CFT-011-07-02.",BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-07-016,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-010,DEL-010-01,,Foundation Construction,,Mezzanine load path transfers through superstructure to foundation; foundation design must accommodate additional point loads from mezzanine,Guidance.md,Guidance.md > Considerations > Load Path to Foundation,"The load path from the mezzanine frame to the superstructure and then to the foundation must be engineered",IMPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,ASSUMPTION: Load path interface derived from structural logic stated in Guidance. Not a direct prerequisite but an engineering coordination interface.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-07-017,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,R-01,AB-2026-01424-WDMLRL RFP.pdf,_Sources/,RFP provides binding design requirements for mezzanine (section 3.4) and code compliance requirements (section 3.3.2),Specification.md,Specification.md > Requirements > R-01 through R-08,"RFP section 3.4 Design Requirements; section 3.3.2 code compliance",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: RFP is the primary source of contractual requirements for this deliverable.,INFO,TASK_ESTIMATING
v3.1,DEP-011-07-018,PKG-011,DEL-011-07,Mezzanine Structure & Stairs,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,R-04,AB-2026-01424-Appendix B (Shop).pdf,_Sources/,App B conceptual floor plan defines mezzanine location and stair placement,Specification.md,Specification.md > Requirements > R-01,"consistent with the conceptual layout shown in Appendix B (Shop)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-03-26,ACTIVE,FACT: App B is the sole conceptual drawing for mezzanine layout.,INFO,TASK_ESTIMATING
