LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,CBS-02,PKG-003,DEL-003-01,Project Manager — preliminary mechanical design coordination,6,hr,165,990,CAD,RATE_TABLE,PS-STAFF (R-01 @ $165/hr) + PS-LOE (DEL-003-01 R-01 @ 6 hr),MED,"PM coordination, design reviews, client interface"
DL-002,CBS-02,PKG-003,DEL-003-01,Cost Estimator — preliminary mechanical design support,4,hr,135,540,CAD,RATE_TABLE,PS-STAFF (R-08 @ $135/hr) + PS-LOE (DEL-003-01 R-08 @ 4 hr),MED,"Quantity takeoff support, benchmarking"
DL-003,CBS-01,PKG-003,DEL-003-01,BIM Technician — conceptual mechanical layouts,18,hr,95,1710,CAD,RATE_TABLE,PS-STAFF (R-13 @ $95/hr) + PS-LOE (DEL-003-01 R-13 @ 18 hr),MED,"Modelling, sheet setup, layout drawings"
DL-004,CBS-01,PKG-003,DEL-003-01,Mechanical Engineer — preliminary design (lead),42,hr,165,6930,CAD,RATE_TABLE,PS-STAFF (R-15 @ $165/hr) + PS-LOE (DEL-003-01 R-15 @ 42 hr),MED,"Lead engineer: heat loss, system selection, equipment list, code review, design narrative, County presentation, P.Eng. review. Gas supply now confirmed: 2-inch PVC at 50 PSI (Add. 3 Q8)"
DL-005,CBS-01,PKG-003,DEL-003-01,Design Presentation document assembly (milestone),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-001 through DL-004; no incremental cost,MED,Milestone marker — deliverable compilation; all labour captured in preceding lines
DL-006,CBS-01,PKG-003,DEL-003-01,Preliminary heat loss / gain calculation (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-004 (Mech Eng hours),MED,Activity within Mech Eng scope; no incremental cost
DL-007,CBS-01,PKG-003,DEL-003-01,Integrated air-handling strategy development (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-004 (Mech Eng hours),MED,Activity within Mech Eng scope; no incremental cost
DL-008,CBS-01,PKG-003,DEL-003-01,Preliminary equipment list compilation (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-004 (Mech Eng hours),MED,Activity within Mech Eng scope; no incremental cost
DL-009,CBS-02,PKG-003,DEL-003-01,Interdisciplinary coordination — 5 interfaces (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-001 (PM) and DL-004 (Mech Eng),MED,Coordination effort included in PM and Mech Eng hours
DL-010,CBS-02,PKG-003,DEL-003-01,County review and approval facilitation (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-001 (PM) and DL-004 (Mech Eng),MED,Review facilitation included in PM and Mech Eng hours
DL-011,CBS-01,PKG-003,DEL-003-01,Preliminary code compliance check (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-004 (Mech Eng hours),MED,Code review within Mech Eng scope
DL-012,CBS-01,PKG-003,DEL-003-01,P.Eng. review of preliminary design direction (activity),1,LS,0,0,CAD,RATE_TABLE,Labour covered by DL-004 (Mech Eng hours; assumed P.Eng. per A-003),MED,P.Eng. review included in Mech Eng hours (assumption A-003)
