LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
DL-001,CBS-02,PKG-002,DEL-002-10,Project Manager -- coordination and oversight (baseline),6,hr,165,990,CAD,RATE_TABLE,PS-STAFF R-01 + PS-LOE DEL-002-10/R-01,MED,6 hrs at $165/hr per LOE baseline (pre-SCA-001)
DL-002,CBS-02,PKG-002,DEL-002-10,Cost Estimator -- QTO and benchmarking support (baseline),4,hr,135,540,CAD,RATE_TABLE,PS-STAFF R-08 + PS-LOE DEL-002-10/R-08,MED,4 hrs at $135/hr per LOE baseline (pre-SCA-001)
DL-003,CBS-01,PKG-002,DEL-002-10,BIM Technician -- modeling and sheet setup (baseline),24,hr,95,2280,CAD,RATE_TABLE,PS-STAFF R-13 + PS-LOE DEL-002-10/R-13,MED,24 hrs at $95/hr per LOE baseline (pre-SCA-001)
DL-004,CBS-01,PKG-002,DEL-002-10,Structural Engineer -- all calculation work; QA; P.Eng. stamp (baseline),56,hr,170,9520,CAD,RATE_TABLE,PS-STAFF R-14 + PS-LOE DEL-002-10/R-14,MED,56 hrs at $170/hr per LOE baseline (pre-SCA-001)
DL-005,CBS-01,PKG-002,DEL-002-10,Structural Engineer -- steel roof framing calcs (Add. 2/4 scope increase),1,LS,2720,2720,CAD,ALLOWANCE,ASM-001; Add. 2; Add. 4,LOW,16 hrs x $170/hr; new scope -- steel member design per CSA S16 and roof diaphragm
DL-006,CBS-01,PKG-002,DEL-002-10,BIM Technician -- steel roof framing modeling (Add. 2/4 scope increase),1,LS,760,760,CAD,ALLOWANCE,ASM-001; Add. 2; Add. 4,LOW,8 hrs x $95/hr; steel roof modeling support
DL-007,CBS-01,PKG-002,DEL-002-10,Structural Engineer -- precast wall panel connection design (Add. 2/4 scope increase),1,LS,2040,2040,CAD,ALLOWANCE,ASM-002; Add. 2; Add. 4,LOW,12 hrs x $170/hr; panel-to-panel and panel-to-foundation and panel-to-roof connections
DL-008,CBS-01,PKG-002,DEL-002-10,BIM Technician -- precast connection detailing support (Add. 2/4 scope increase),1,LS,380,380,CAD,ALLOWANCE,ASM-002; Add. 2; Add. 4,LOW,4 hrs x $95/hr; connection detail modeling
DL-009,CBS-01,PKG-002,DEL-002-10,Structural Engineer -- crane corbel design in precast panels (Add. 4 Q3 scope increase),1,LS,1360,1360,CAD,ALLOWANCE,ASM-003; Add. 4 Q3,LOW,8 hrs x $170/hr; corbel bracket design and local panel stress check
DL-010,CBS-01,PKG-002,DEL-002-10,Structural Engineer -- interior precast wall analysis (Add. 4 Q5 scope increase),1,LS,1020,1020,CAD,ALLOWANCE,ASM-004; Add. 4 Q5,LOW,6 hrs x $170/hr; self-weight and seismic anchorage and connections
DL-011,CBS-01,PKG-002,DEL-002-10,BIM Technician -- interior precast wall modeling (Add. 4 Q5 scope increase),1,LS,190,190,CAD,ALLOWANCE,ASM-004; Add. 4 Q5,LOW,2 hrs x $95/hr; interior wall modeling support
DL-012,CBS-02,PKG-002,DEL-002-10,Project Manager -- additional coordination for hybrid system (Add. 2/4 scope increase),1,LS,660,660,CAD,ALLOWANCE,ASM-005; Add. 2; Add. 4,LOW,4 hrs x $165/hr; precast supplier and steel fabricator coordination
DL-013,CBS-01,PKG-002,DEL-002-10,Design Kickoff and Basis of Design (scope trace -- cost in DL-001/DL-004),1,LS,0,0,CAD,RATE_TABLE,Procedure Step 1,MED,Zero-amount scope trace line
DL-014,CBS-01,PKG-002,DEL-002-10,Concrete Superstructure Calculations -- precast walls + steel roof (scope trace -- cost in DL-004/DL-005/DL-007),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Concrete Superstructure; Add. 2; Add. 4,MED,Zero-amount scope trace; system changed to hybrid precast+steel
DL-015,CBS-01,PKG-002,DEL-002-10,Foundation System Calculations -- variable-price SOW-0019 (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Foundation System,MED,Zero-amount scope trace; variable-price element
DL-016,CBS-01,PKG-002,DEL-002-10,Mezzanine Structure Calculations (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Mezzanine Structure,MED,Zero-amount scope trace
DL-017,CBS-01,PKG-002,DEL-002-10,Crane Support Structure Calculations -- corbel-mounted on precast (scope trace -- cost in DL-004/DL-009),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Crane Support; Add. 4 Q3,MED,Zero-amount scope trace; corbel loads now defined
DL-018,CBS-01,PKG-002,DEL-002-10,Steel Plate Embedment Calculations (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Steel Plate Embedments,MED,Zero-amount scope trace
DL-019,CBS-01,PKG-002,DEL-002-10,Service Pit / Trench Calculations (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Service Pit / Trench,MED,Zero-amount scope trace
DL-020,CBS-01,PKG-002,DEL-002-10,Wash Bay Enclosure Calculations (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Wash Bay Enclosure,MED,Zero-amount scope trace
DL-021,CBS-01,PKG-002,DEL-002-10,Stair Structure Calculations (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Datasheet -- Stair Structure,MED,Zero-amount scope trace
DL-022,CBS-01,PKG-002,DEL-002-10,Interior Precast Wall Calculations (scope trace -- cost in DL-010/DL-011),1,LS,0,0,CAD,ALLOWANCE,Add. 4 Q5,LOW,Zero-amount scope trace; new scope item per Add. 4
DL-023,CBS-01,PKG-002,DEL-002-10,Internal QA Review (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Procedure Step 5,MED,Zero-amount scope trace
DL-024,CBS-02,PKG-002,DEL-002-10,Discipline Coordination Check (scope trace -- cost in DL-001/DL-004/DL-012),1,LS,0,0,CAD,RATE_TABLE,Procedure Step 6,MED,Zero-amount scope trace
DL-025,CBS-01,PKG-002,DEL-002-10,P.Eng. Stamp and Issue (scope trace -- cost in DL-004),1,LS,0,0,CAD,RATE_TABLE,Specification REQ-011,MED,Zero-amount scope trace
