LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,03.03.ASP-HD,PKG-003,DEL-03-03,Heavy duty asphalt — fire apparatus routing (Zone A); 150mm HMA on 300mm granular; includes geogrid and geofabric,2000,m2,92,184000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-01; Qty per Assumed_Project_Parameters.csv PP-10 (0.5 ac fire routes) + ASM-003,MED,Rate includes base prep per PS-01 notes. Area assumes ~0.5 ac per PP-10 converted to m2 and rounded.
L-002,03.03.ASP-LD,PKG-003,DEL-03-03,Light duty asphalt — parking near main structure (Zone B); 75mm HMA on 200mm granular; includes geofabric,3200,m2,60,192000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-02; Qty per Assumed_Project_Parameters.csv PP-10 (0.8 ac parking) + PP-19 (40 stalls) + ASM-004,MED,Rate includes base prep per PS-02 notes. Area from PP-10 ~0.8 ac = ~3237 m2 rounded to 3200.
L-003,03.03.AGG,PKG-003,DEL-03-03,Aggregate surfacing — heavy equipment yard areas (Zone C); 150mm crushed gravel compacted per layer,6000,m2,30,180000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-03; Qty per Assumed_Project_Parameters.csv PP-10 (1.5 ac yard/storage) + ASM-005,MED,PS-03 rate covers 150mm. Spec REQ-03-03-05 anticipates 300mm minimum. See L-004 for second lift.
L-004,03.03.AGG,PKG-003,DEL-03-03,Aggregate surfacing — second 150mm lift for 300mm total depth (Zone C),6000,m2,30,180000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-03; ASM-006 (300mm minimum per Spec REQ-03-03-05 assumption),MED,Second lift to achieve 300mm minimum anticipated by Specification. Rate same as PS-03.
L-005,03.03.CONC,PKG-003,DEL-03-03,Concrete aprons — main building overhead doors (8 doors); 200mm reinforced; sulphate-resistant mix,312,m2,132,41184,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-04; Qty per PP-13 (8 doors) x 4.88m wide x 8m deep + ASM-007,MED,8 doors x 4.88m x 8.0m = 312 m2. Apron depth (8m) is assumed per ASM-007. Dimensions TBD pending PKG-002 architectural.
L-006,03.03.CONC,PKG-003,DEL-03-03,Concrete aprons — cold storage overhead doors (2 doors); 200mm reinforced; sulphate-resistant mix,78,m2,132,10296,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-04; Qty per PP-14 (2 doors) x 4.88m wide x 8m deep + ASM-008,MED,2 doors x 4.88m x 8.0m = 78 m2. Dimensions TBD pending PKG-004 architectural.
L-007,03.03.CONC,PKG-003,DEL-03-03,Concrete curb and gutter — barrier type; parking area perimeter,250,lm,82,20500,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-05; Qty per ASM-009,MED,Estimated perimeter of parking area. Actual length depends on DEL-03-01 site plan.
L-008,03.03.CONC,PKG-003,DEL-03-03,Concrete sidewalk — accessible routes from parking to main entrance; 100mm broom finish,150,m2,75,11250,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-06; Qty per ASM-010,MED,Accessible route from parking to main building entrance. Length/width TBD from site plan.
L-009,03.03.MARK,PKG-003,DEL-03-03,Parking lot line painting — stall lines and fire lane markings,450,lm,4,1800,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-07; Qty per ASM-011,MED,40 stalls x ~5.5m line + ~200m fire lane markings. Rounded to 450 lm.
L-010,03.03.MARK,PKG-003,DEL-03-03,Accessible parking signage and markings,3,each,450,1350,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-08; Qty per ASM-012,MED,3 accessible stalls assumed per Alberta Building Code for 40-stall lot.
L-011,03.03.SITE,PKG-003,DEL-03-03,Steel bollards — concrete-filled; painted; at overhead doors and building corners,12,each,1000,12000,CAD,RATE_TABLE,Paving_Surfacing_Rates.csv PS-09; Qty per ASM-013,MED,Standard practice at overhead doors/corners/fuel areas. Count TBD from site plan.
L-012,03.03.ASP-HD,PKG-003,DEL-03-03,Geosynthetics allowance — biaxial geogrid for heavy duty asphalt (Zone A); supplemental to PS-01 rate,2000,m2,8,16000,CAD,RATE_TABLE,ASM-014; rate based on typical geogrid supply+install $6-$10/m2,MED,PS-01 notes say 'includes base prep' but geogrid may not be fully included. Conservative allowance. See ASM-014.
L-013,03.03.ASP-LD,PKG-003,DEL-03-03,Geosynthetics allowance — woven geofabric for light duty asphalt (Zone B); supplemental to PS-02 rate,3200,m2,5,16000,CAD,RATE_TABLE,ASM-015; rate based on typical geofabric supply+install $3-$6/m2,MED,PS-02 notes say 'includes base prep' but geofabric may not be fully included. Conservative allowance. See ASM-015.
L-014,03.03.AGG,PKG-003,DEL-03-03,Geosynthetics allowance — woven geofabric for aggregate yard (Zone C); separation layer at subgrade,6000,m2,5,30000,CAD,RATE_TABLE,ASM-016; rate based on typical geofabric supply+install $3-$6/m2,MED,Geofabric separation layer between subgrade and aggregate. Not included in PS-03 rate. See ASM-016.
