LineID,CBS,WBS_PackageID,WBS_DeliverableID,Description,Qty,Unit,UnitRate,Amount,Currency,Method,SourceRef,Confidence,Notes
L-001,03-CONCRETE,PKG-002,DEL-02-04,Screw piles - installed (galvanized; 6-8m depth; Penhold soils),48,each,3000,144000,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-14; qty per ASM-07,MED,Assumed 48 piles at ~3.5m spacing around perimeter + interior column lines; DB to confirm during design
L-002,03-CONCRETE,PKG-002,DEL-02-04,Pile caps / grade beams - concrete 32 MPa (supplied and placed),38,m3,385,14630,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-02; qty per ASM-08,MED,Pile cap concrete volume: 48 caps x ~0.4m3 avg + grade beams ~19m3
L-003,03-CONCRETE,PKG-002,DEL-02-04,Foundation formwork - pile caps and grade beams,180,m2,65,11700,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-05; qty per ASM-09,MED,Formwork for pile caps and grade beams combined
L-004,03-CONCRETE,PKG-002,DEL-02-04,Foundation wall formwork (frost wall / stem wall at perimeter),165,m2,75,12375,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-06; qty per ASM-10,MED,Perimeter frost wall 165 lm x ~1.0m height avg both sides
L-005,03-CONCRETE,PKG-002,DEL-02-04,Reinforcing steel - foundations (cut/bent/placed),4800,kg,3.25,15600,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-07; qty per ASM-11,MED,~100 kg/pile cap avg + grade beam rebar
L-006,03-CONCRETE,PKG-002,DEL-02-04,Concrete slab-on-grade - 200mm reinforced (bay areas),1115,m2,108,120420,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-04; qty per PP-05 / ASM-03,MED,Heavy-duty slab for 8 apparatus/shop bays; ~12000 sf = 1115 m2
L-007,03-CONCRETE,PKG-002,DEL-02-04,Concrete slab-on-grade - 150mm with W/W mesh (office/shared areas),557,m2,85,47345,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-03; qty per PP-05 / ASM-04,MED,Standard slab for office and shared spaces; ~6000 sf = 557 m2
L-008,03-CONCRETE,PKG-002,DEL-02-04,Anchor bolts - set in concrete (column base plates),96,each,45,4320,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-15; qty per ASM-12,MED,2 bolts per pile cap x 48 piles (conservative; some caps may have 4)
L-009,05-STEEL,PKG-002,DEL-02-04,Structural steel - primary framing (W-shapes and HSS; fabricated and erected),42000,kg,6.50,273000,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-08; qty per ASM-13,MED,~25 kg/m2 of footprint x 1672 m2 = ~42000 kg primary steel
L-010,05-STEEL,PKG-002,DEL-02-04,Open-web steel joists (roof framing; supplied and erected),1672,m2,52,86944,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-10; qty = building footprint area,MED,Clear-span OWSJ for roof over full footprint
L-011,05-STEEL,PKG-002,DEL-02-04,Metal roof deck (supplied and installed),1672,m2,42,70224,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-11; qty = building footprint area,MED,22 ga or 20 ga deck over full footprint
L-012,05-STEEL,PKG-002,DEL-02-04,Structural steel - miscellaneous (stairs/handrails/platforms),3500,kg,9.00,31500,CAD,RATE_TABLE,Structural_Concrete_Rates.csv > SC-09; qty per ASM-14,MED,Stairs; mezzanine platforms if any; handrails; embed plates; lintels
L-013,07-ENVELOPE,PKG-002,DEL-02-04,Insulated metal wall panels (R-20; factory-assembled),730,m2,185,135050,CAD,RATE_TABLE,Building_Envelope_Rates.csv > BE-01; qty per ASM-15,MED,Upper wall cladding above masonry base; net of glazing and OH door openings
