ItemID,DeliverableID,Description,Qty,Unit,PricingMode,SourceDoc,SourceSection,Notes
ITM-009-03-01,DEL-009-03,Project Manager — overall permit coordination and oversight,6,hr,UNIT_RATE,Procedure,Phase 1-5 (all phases),Per LOE: R-01 Project Manager 6 hr for DEL-009-03
ITM-009-03-02,DEL-009-03,Cost Estimator — permit cost review and exclusion confirmation,4,hr,UNIT_RATE,Specification,REQ-009-03-08,Per LOE: R-08 Cost Estimator 4 hr for DEL-009-03
ITM-009-03-03,DEL-009-03,Safety code audit — identify all applicable Alberta Safety Code permit categories,1,LS,LUMP_SUM,Procedure,Phase 1 Step 1,"Engage accredited agency to identify applicable permit categories (building, electrical, fire, gas, plumbing, elevator/crane). PARAMETRIC estimate."
ITM-009-03-04,DEL-009-03,Identify permit application requirements per category and develop permit schedule,1,LS,LUMP_SUM,Procedure,Phase 1 Steps 2-3,"Obtain forms, documentation lists, processing timelines; integrate into project schedule. PARAMETRIC estimate."
ITM-009-03-05,DEL-009-03,Prime Contractor Designation — form completion and submission,1,LS,LUMP_SUM,Procedure,Phase 2 Steps 4-5,Obtain form from County; execute; distribute to site team. Per RFP Section 2.15.
ITM-009-03-06,DEL-009-03,Permit application package preparation (all Safety Code categories),1,LS,LUMP_SUM,Procedure,Phase 3 Step 6,"Assemble application packages for anticipated 6+ categories. Qty of categories TBD pending audit; assumed 6 categories per Datasheet/Guidance."
ITM-009-03-07,DEL-009-03,Permit application submission and tracking,1,LS,LUMP_SUM,Procedure,Phase 3 Steps 7-8,"Submit applications; record reference numbers; monitor status; respond to queries. Escalation per Step 8 criteria."
ITM-009-03-08,DEL-009-03,Inspection coordination — scheduling and facilitation (all permit categories),1,LS,LUMP_SUM,Procedure,Phase 4 Steps 9-12,"Schedule inspections; ensure County rep present; distribute reports; address deficiencies. Number of inspections TBD pending permit issuance."
ITM-009-03-09,DEL-009-03,Permit receipt and compliance confirmation,1,LS,LUMP_SUM,Procedure,Phase 5 Steps 13-14,"Record permit numbers; integrate conditions into construction operations."
ITM-009-03-10,DEL-009-03,Handoff to DEL-009-04 (Code Compliance Register),1,LS,LUMP_SUM,Procedure,Phase 5 Step 15,"Transfer all permit certificates, inspection reports, and compliance documentation to DEL-009-04."
ITM-009-03-11,DEL-009-03,OH&S Pre-qualification documentation (Proposal submission),1,LS,LUMP_SUM,Specification,REQ-009-03-07,"Prepare and submit Contractor OH&S Pre-qualification/Evaluation with Proposal. Per RFP Section 4.9."
